Day of Year,Date,Weight
6,2050-01-07,4
9,2050-01-10,13
13,2050-01-14,4
15,2050-01-16,4
23,2050-01-24,6
36,2050-02-06,11
50,2050-02-20,8
58,2050-02-28,7
59,2050-03-01,8
68,2050-03-10,8
69,2050-03-11,4
73,2050-03-15,9
76,2050-03-18,4
84,2050-03-26,5
101,2050-04-12,6
109,2050-04-20,10
111,2050-04-22,6
115,2050-04-26,7
119,2050-04-30,1
123,2050-05-04,5
133,2050-05-14,7
134,2050-05-15,3
150,2050-05-31,8
155,2050-06-05,10
165,2050-06-15,8
167,2050-06-17,6
171,2050-06-21,1
172,2050-06-22,1
184,2050-07-04,4
185,2050-07-05,4
186,2050-07-06,5
198,2050-07-18,2
199,2050-07-19,1
204,2050-07-24,2
205,2050-07-25,5
206,2050-07-26,4
209,2050-07-29,7
214,2050-08-03,2
217,2050-08-06,3
219,2050-08-08,9
228,2050-08-17,3
234,2050-08-23,5
235,2050-08-24,11
254,2050-09-12,5
258,2050-09-16,4
263,2050-09-21,7
270,2050-09-28,6
272,2050-09-30,9
276,2050-10-04,10
289,2050-10-17,12
291,2050-10-19,10
293,2050-10-21,5
294,2050-10-22,2
306,2050-11-03,3
328,2050-11-25,5
330,2050-11-27,1
340,2050-12-07,7
342,2050-12-09,5
345,2050-12-12,6
347,2050-12-14,4
349,2050-12-16,12
351,2050-12-18,4
358,2050-12-25,7
