Day of Year,Date,Weight
5,2050-01-06,4
6,2050-01-07,3
9,2050-01-10,13
13,2050-01-14,6
15,2050-01-16,3
28,2050-01-29,9
29,2050-01-30,2
36,2050-02-06,18
58,2050-02-28,6
59,2050-03-01,10
92,2050-04-03,12
109,2050-04-20,7
122,2050-05-03,3
128,2050-05-09,11
137,2050-05-18,14
143,2050-05-24,8
145,2050-05-26,13
151,2050-06-01,6
154,2050-06-04,6
162,2050-06-12,3
166,2050-06-16,5
167,2050-06-17,9
172,2050-06-22,1
176,2050-06-26,5
182,2050-07-02,5
184,2050-07-04,12
186,2050-07-06,9
193,2050-07-13,2
197,2050-07-17,2
199,2050-07-19,1
203,2050-07-23,3
204,2050-07-24,3
205,2050-07-25,6
229,2050-08-18,14
236,2050-08-25,6
257,2050-09-15,7
264,2050-09-22,5
266,2050-09-24,12
268,2050-09-26,11
279,2050-10-07,12
280,2050-10-08,5
285,2050-10-13,18
294,2050-10-22,8
312,2050-11-09,4
325,2050-11-22,13
343,2050-12-10,7
349,2050-12-16,8
358,2050-12-25,8
362,2050-12-29,7
