Day of Year,Date,Weight
0,2050-01-01,1
9,2050-01-10,14
13,2050-01-14,2
15,2050-01-16,4
34,2050-02-04,4
36,2050-02-06,14
41,2050-02-11,4
43,2050-02-13,9
55,2050-02-25,3
57,2050-02-27,4
59,2050-03-01,8
60,2050-03-02,10
68,2050-03-10,10
76,2050-03-18,4
82,2050-03-24,3
86,2050-03-28,2
92,2050-04-03,11
101,2050-04-12,6
104,2050-04-15,6
109,2050-04-20,10
119,2050-04-30,1
123,2050-05-04,7
132,2050-05-13,5
135,2050-05-16,9
137,2050-05-18,9
139,2050-05-20,6
141,2050-05-22,7
148,2050-05-29,1
150,2050-05-31,8
172,2050-06-22,1
175,2050-06-25,3
177,2050-06-27,9
182,2050-07-02,5
183,2050-07-03,2
184,2050-07-04,7
185,2050-07-05,3
186,2050-07-06,5
188,2050-07-08,2
193,2050-07-13,2
196,2050-07-16,3
197,2050-07-17,1
198,2050-07-18,1
199,2050-07-19,1
204,2050-07-24,2
205,2050-07-25,6
209,2050-07-29,4
218,2050-08-07,1
229,2050-08-18,10
230,2050-08-19,1
242,2050-08-31,3
243,2050-09-01,3
245,2050-09-03,6
248,2050-09-06,4
254,2050-09-12,5
259,2050-09-17,2
268,2050-09-26,7
270,2050-09-28,9
272,2050-09-30,7
276,2050-10-04,8
278,2050-10-06,4
300,2050-10-28,7
301,2050-10-29,3
304,2050-11-01,2
316,2050-11-13,5
319,2050-11-16,7
321,2050-11-18,2
328,2050-11-25,5
329,2050-11-26,8
333,2050-11-30,1
335,2050-12-02,3
342,2050-12-09,4
345,2050-12-12,7
357,2050-12-24,2
