Day of Year,Date,Weight
9,2050-01-10,28
13,2050-01-14,12
15,2050-01-16,4
46,2050-02-16,27
55,2050-02-25,22
73,2050-03-15,36
109,2050-04-20,15
132,2050-05-13,10
142,2050-05-23,35
155,2050-06-05,18
168,2050-06-18,10
172,2050-06-22,2
174,2050-06-24,6
175,2050-06-25,5
181,2050-07-01,5
190,2050-07-10,6
197,2050-07-17,3
199,2050-07-19,1
205,2050-07-25,5
219,2050-08-08,7
221,2050-08-10,2
225,2050-08-14,8
228,2050-08-17,10
234,2050-08-23,9
238,2050-08-27,1
245,2050-09-03,7
257,2050-09-15,12
265,2050-09-23,13
300,2050-10-28,16
325,2050-11-22,17
352,2050-12-19,13
