Day of Year,Date,Weight
6,2050-01-07,1
11,2050-01-12,13
16,2050-01-17,4
17,2050-01-18,3
22,2050-01-23,1
39,2050-02-09,15
40,2050-02-10,9
56,2050-02-26,2
63,2050-03-05,5
70,2050-03-12,3
79,2050-03-21,5
83,2050-03-25,2
85,2050-03-27,2
88,2050-03-30,3
90,2050-04-01,4
91,2050-04-02,4
99,2050-04-10,5
100,2050-04-11,3
109,2050-04-20,3
117,2050-04-28,6
118,2050-04-29,2
122,2050-05-03,2
123,2050-05-04,2
124,2050-05-05,1
126,2050-05-07,2
128,2050-05-09,10
142,2050-05-23,7
150,2050-05-31,1
151,2050-06-01,4
154,2050-06-04,1
161,2050-06-11,4
162,2050-06-12,4
163,2050-06-13,1
172,2050-06-22,1
175,2050-06-25,3
176,2050-06-26,4
180,2050-06-30,5
181,2050-07-01,2
184,2050-07-04,3
189,2050-07-09,3
190,2050-07-10,3
193,2050-07-13,2
195,2050-07-15,6
198,2050-07-18,2
199,2050-07-19,1
201,2050-07-21,1
205,2050-07-25,4
216,2050-08-05,1
218,2050-08-07,1
221,2050-08-10,2
225,2050-08-14,4
235,2050-08-24,6
239,2050-08-28,7
247,2050-09-05,4
249,2050-09-07,1
250,2050-09-08,4
252,2050-09-10,2
257,2050-09-15,7
258,2050-09-16,5
264,2050-09-22,5
265,2050-09-23,3
266,2050-09-24,4
268,2050-09-26,3
270,2050-09-28,9
271,2050-09-29,4
274,2050-10-02,4
278,2050-10-06,4
280,2050-10-08,3
285,2050-10-13,6
287,2050-10-15,4
288,2050-10-16,7
291,2050-10-19,9
294,2050-10-22,2
298,2050-10-26,6
300,2050-10-28,6
307,2050-11-04,1
308,2050-11-05,4
313,2050-11-10,5
321,2050-11-18,2
324,2050-11-21,3
325,2050-11-22,13
329,2050-11-26,3
341,2050-12-08,5
345,2050-12-12,3
346,2050-12-13,3
354,2050-12-21,9
358,2050-12-25,6
359,2050-12-26,4
362,2050-12-29,5
363,2050-12-30,1
364,2050-12-31,1
