Day of Year,Date,Weight
3,2050-01-04,4
20,2050-01-21,2
27,2050-01-28,11
31,2050-02-01,4
40,2050-02-10,11
46,2050-02-16,25
73,2050-03-15,18
74,2050-03-16,5
87,2050-03-29,4
89,2050-03-31,1
100,2050-04-11,4
108,2050-04-19,5
128,2050-05-09,13
143,2050-05-24,9
166,2050-06-16,9
186,2050-07-06,22
187,2050-07-07,3
196,2050-07-16,12
197,2050-07-17,3
214,2050-08-03,4
239,2050-08-28,11
250,2050-09-08,4
258,2050-09-16,10
261,2050-09-19,12
263,2050-09-21,11
264,2050-09-22,11
266,2050-09-24,11
270,2050-09-28,14
281,2050-10-09,11
286,2050-10-14,12
287,2050-10-15,10
288,2050-10-16,14
330,2050-11-27,7
331,2050-11-28,13
334,2050-12-01,8
338,2050-12-05,11
339,2050-12-06,9
346,2050-12-13,6
354,2050-12-21,11
