Day of Year,Date,Weight
18,2050-01-19,4
35,2050-02-05,5
45,2050-02-15,17
50,2050-02-20,12
55,2050-02-25,15
60,2050-03-02,17
61,2050-03-03,13
84,2050-03-26,7
94,2050-04-05,10
98,2050-04-09,5
102,2050-04-13,12
115,2050-04-26,13
125,2050-05-06,4
136,2050-05-17,9
153,2050-06-03,13
160,2050-06-10,4
163,2050-06-13,10
186,2050-07-06,9
197,2050-07-17,4
198,2050-07-18,2
203,2050-07-23,3
205,2050-07-25,4
209,2050-07-29,6
219,2050-08-08,7
221,2050-08-10,3
223,2050-08-12,11
226,2050-08-15,8
234,2050-08-23,5
245,2050-09-03,4
249,2050-09-07,7
254,2050-09-12,25
257,2050-09-15,7
259,2050-09-17,7
276,2050-10-04,19
297,2050-10-25,12
307,2050-11-04,11
313,2050-11-10,3
320,2050-11-17,7
321,2050-11-18,7
340,2050-12-07,14
349,2050-12-16,4
364,2050-12-31,6
