Day of Year,Date,Weight
21,2050-01-22,5
29,2050-01-30,5
46,2050-02-16,17
58,2050-02-28,6
60,2050-03-02,4
63,2050-03-05,5
68,2050-03-10,5
70,2050-03-12,4
85,2050-03-27,4
93,2050-04-04,2
103,2050-04-14,6
105,2050-04-16,3
119,2050-04-30,2
125,2050-05-06,2
128,2050-05-09,13
133,2050-05-14,1
136,2050-05-17,9
137,2050-05-18,6
143,2050-05-24,7
147,2050-05-28,5
148,2050-05-29,1
153,2050-06-03,3
155,2050-06-05,6
159,2050-06-09,4
166,2050-06-16,7
172,2050-06-22,2
184,2050-07-04,3
186,2050-07-06,11
189,2050-07-09,3
190,2050-07-10,3
191,2050-07-11,3
193,2050-07-13,4
196,2050-07-16,6
197,2050-07-17,4
205,2050-07-25,8
211,2050-07-31,6
216,2050-08-05,1
225,2050-08-14,5
226,2050-08-15,1
232,2050-08-21,4
238,2050-08-27,3
242,2050-08-31,4
245,2050-09-03,4
258,2050-09-16,5
261,2050-09-19,11
266,2050-09-24,9
267,2050-09-25,7
269,2050-09-27,6
274,2050-10-02,6
277,2050-10-05,11
291,2050-10-19,9
295,2050-10-23,8
305,2050-11-02,7
306,2050-11-03,4
314,2050-11-11,5
316,2050-11-13,4
322,2050-11-19,4
326,2050-11-23,4
330,2050-11-27,6
331,2050-11-28,13
340,2050-12-07,7
349,2050-12-16,10
354,2050-12-21,14
361,2050-12-28,8
