Day of Year,Date,Weight
3,2050-01-04,5
14,2050-01-15,2
17,2050-01-18,3
21,2050-01-22,6
39,2050-02-09,15
40,2050-02-10,9
44,2050-02-14,4
48,2050-02-18,2
63,2050-03-05,4
99,2050-04-10,7
101,2050-04-12,7
103,2050-04-14,4
110,2050-04-21,3
111,2050-04-22,5
117,2050-04-28,7
122,2050-05-03,3
128,2050-05-09,13
133,2050-05-14,2
136,2050-05-17,10
137,2050-05-18,8
138,2050-05-19,5
139,2050-05-20,4
143,2050-05-24,7
151,2050-06-01,5
161,2050-06-11,4
172,2050-06-22,2
173,2050-06-23,1
175,2050-06-25,4
184,2050-07-04,2
188,2050-07-08,1
193,2050-07-13,2
196,2050-07-16,6
198,2050-07-18,2
200,2050-07-20,5
205,2050-07-25,4
206,2050-07-26,4
207,2050-07-27,4
210,2050-07-30,4
213,2050-08-02,5
216,2050-08-05,1
218,2050-08-07,2
225,2050-08-14,3
230,2050-08-19,4
233,2050-08-22,2
234,2050-08-23,7
235,2050-08-24,5
239,2050-08-28,6
259,2050-09-17,3
261,2050-09-19,7
263,2050-09-21,8
264,2050-09-22,6
270,2050-09-28,9
273,2050-10-01,3
277,2050-10-05,8
286,2050-10-14,7
287,2050-10-15,4
298,2050-10-26,6
299,2050-10-27,4
300,2050-10-28,7
304,2050-11-01,2
307,2050-11-04,1
308,2050-11-05,6
311,2050-11-08,7
321,2050-11-18,2
325,2050-11-22,17
330,2050-11-27,7
331,2050-11-28,8
334,2050-12-01,4
335,2050-12-02,3
338,2050-12-05,9
343,2050-12-10,4
350,2050-12-17,3
