Day of Year,Date,Weight
9,2050-01-10,22
32,2050-02-02,14
35,2050-02-05,6
46,2050-02-16,18
72,2050-03-14,20
97,2050-04-08,18
109,2050-04-20,9
110,2050-04-21,6
128,2050-05-09,14
136,2050-05-17,21
172,2050-06-22,2
178,2050-06-28,8
189,2050-07-09,8
197,2050-07-17,4
204,2050-07-24,18
210,2050-07-30,11
214,2050-08-03,6
225,2050-08-14,7
234,2050-08-23,17
269,2050-09-27,20
272,2050-09-30,16
285,2050-10-13,24
288,2050-10-16,24
301,2050-10-29,7
307,2050-11-04,7
338,2050-12-05,17
341,2050-12-08,14
356,2050-12-23,7
