Day of Year,Date,Weight
1,2050-01-02,1
3,2050-01-04,1
4,2050-01-05,1
6,2050-01-07,2
12,2050-01-13,12
13,2050-01-14,5
14,2050-01-15,2
15,2050-01-16,2
19,2050-01-20,2
28,2050-01-29,3
32,2050-02-02,3
35,2050-02-05,4
40,2050-02-10,5
42,2050-02-12,3
45,2050-02-15,7
47,2050-02-17,7
48,2050-02-18,7
49,2050-02-19,3
54,2050-02-24,5
64,2050-03-06,1
68,2050-03-10,5
76,2050-03-18,3
83,2050-03-25,1
84,2050-03-26,4
87,2050-03-29,3
95,2050-04-06,3
97,2050-04-08,6
98,2050-04-09,3
105,2050-04-16,2
113,2050-04-24,7
114,2050-04-25,6
117,2050-04-28,4
118,2050-04-29,4
124,2050-05-05,2
129,2050-05-10,10
131,2050-05-12,5
133,2050-05-14,2
135,2050-05-16,11
141,2050-05-22,6
146,2050-05-27,4
149,2050-05-30,1
150,2050-05-31,3
161,2050-06-11,3
163,2050-06-13,7
166,2050-06-16,4
171,2050-06-21,1
172,2050-06-22,1
173,2050-06-23,1
180,2050-06-30,1
185,2050-07-05,2
187,2050-07-07,3
192,2050-07-12,3
194,2050-07-14,2
195,2050-07-15,2
197,2050-07-17,3
198,2050-07-18,1
203,2050-07-23,3
206,2050-07-26,7
208,2050-07-28,3
209,2050-07-29,4
211,2050-07-31,1
217,2050-08-06,2
218,2050-08-07,2
219,2050-08-08,5
221,2050-08-10,2
223,2050-08-12,5
225,2050-08-14,2
228,2050-08-17,4
230,2050-08-19,1
231,2050-08-20,3
234,2050-08-23,3
240,2050-08-29,3
241,2050-08-30,2
247,2050-09-05,2
251,2050-09-09,2
252,2050-09-10,1
259,2050-09-17,7
263,2050-09-21,8
270,2050-09-28,11
279,2050-10-07,4
287,2050-10-15,5
291,2050-10-19,6
298,2050-10-26,8
302,2050-10-30,1
304,2050-11-01,1
305,2050-11-02,1
310,2050-11-07,1
313,2050-11-10,3
314,2050-11-11,5
318,2050-11-15,7
327,2050-11-24,1
331,2050-11-28,14
340,2050-12-07,6
341,2050-12-08,4
348,2050-12-15,5
356,2050-12-23,2
358,2050-12-25,1
359,2050-12-26,2
