Day of Year,Date,Weight
3,2050-01-04,5
9,2050-01-10,11
21,2050-01-22,7
23,2050-01-24,10
39,2050-02-09,13
63,2050-03-05,4
85,2050-03-27,5
89,2050-03-31,1
91,2050-04-02,7
104,2050-04-15,5
114,2050-04-25,6
128,2050-05-09,13
136,2050-05-17,12
139,2050-05-20,6
142,2050-05-23,10
176,2050-06-26,5
180,2050-06-30,11
196,2050-07-16,5
197,2050-07-17,3
205,2050-07-25,6
206,2050-07-26,7
207,2050-07-27,11
210,2050-07-30,9
212,2050-08-01,3
218,2050-08-07,3
235,2050-08-24,11
245,2050-09-03,6
257,2050-09-15,11
263,2050-09-21,7
266,2050-09-24,9
269,2050-09-27,10
270,2050-09-28,13
272,2050-09-30,5
278,2050-10-06,9
282,2050-10-10,10
289,2050-10-17,15
291,2050-10-19,17
300,2050-10-28,9
308,2050-11-05,4
331,2050-11-28,10
338,2050-12-05,13
349,2050-12-16,10
358,2050-12-25,9
359,2050-12-26,9
