Day of Year,Date,Weight
1,2050-01-02,1
3,2050-01-04,2
4,2050-01-05,4
10,2050-01-11,7
12,2050-01-13,21
14,2050-01-15,2
35,2050-02-05,4
42,2050-02-12,3
46,2050-02-16,12
53,2050-02-23,6
57,2050-02-27,12
82,2050-03-24,11
84,2050-03-26,7
87,2050-03-29,5
90,2050-04-01,4
98,2050-04-09,5
102,2050-04-13,11
117,2050-04-28,3
125,2050-05-06,4
141,2050-05-22,11
145,2050-05-26,6
146,2050-05-27,4
151,2050-06-01,8
160,2050-06-10,4
163,2050-06-13,8
172,2050-06-22,2
185,2050-07-05,2
197,2050-07-17,4
203,2050-07-23,3
207,2050-07-27,3
217,2050-08-06,2
218,2050-08-07,4
219,2050-08-08,7
221,2050-08-10,3
223,2050-08-12,7
225,2050-08-14,3
227,2050-08-16,7
228,2050-08-17,5
230,2050-08-19,1
233,2050-08-22,4
243,2050-09-01,7
251,2050-09-09,2
259,2050-09-17,7
268,2050-09-26,20
276,2050-10-04,11
285,2050-10-13,7
287,2050-10-15,9
298,2050-10-26,15
300,2050-10-28,5
309,2050-11-06,5
314,2050-11-11,6
321,2050-11-18,5
328,2050-11-25,4
333,2050-11-30,16
335,2050-12-02,10
336,2050-12-03,6
342,2050-12-09,8
