Day of Year,Date,Weight
5,2050-01-06,5
6,2050-01-07,1
13,2050-01-14,3
15,2050-01-16,3
22,2050-01-23,2
24,2050-01-25,2
25,2050-01-26,3
34,2050-02-04,5
36,2050-02-06,9
40,2050-02-10,3
41,2050-02-11,2
47,2050-02-17,2
49,2050-02-19,3
52,2050-02-22,2
53,2050-02-23,4
58,2050-02-28,5
59,2050-03-01,8
70,2050-03-12,4
73,2050-03-15,9
81,2050-03-23,3
86,2050-03-28,2
90,2050-04-01,3
98,2050-04-09,4
100,2050-04-11,4
101,2050-04-12,6
105,2050-04-16,6
108,2050-04-19,1
116,2050-04-27,3
119,2050-04-30,1
127,2050-05-08,4
128,2050-05-09,4
130,2050-05-11,7
132,2050-05-13,3
137,2050-05-18,6
140,2050-05-21,1
142,2050-05-23,6
144,2050-05-25,3
145,2050-05-26,9
146,2050-05-27,1
147,2050-05-28,3
150,2050-05-31,8
155,2050-06-05,5
171,2050-06-21,1
172,2050-06-22,1
173,2050-06-23,1
182,2050-07-02,3
186,2050-07-06,5
191,2050-07-11,2
193,2050-07-13,1
194,2050-07-14,2
195,2050-07-15,2
197,2050-07-17,1
198,2050-07-18,1
199,2050-07-19,1
203,2050-07-23,2
204,2050-07-24,2
207,2050-07-27,7
209,2050-07-29,3
210,2050-07-30,2
212,2050-08-01,2
214,2050-08-03,1
216,2050-08-05,1
218,2050-08-07,1
221,2050-08-10,3
222,2050-08-11,1
225,2050-08-14,1
229,2050-08-18,7
230,2050-08-19,1
231,2050-08-20,4
234,2050-08-23,5
235,2050-08-24,3
236,2050-08-25,5
242,2050-08-31,2
251,2050-09-09,1
257,2050-09-15,3
259,2050-09-17,1
260,2050-09-18,3
263,2050-09-21,6
266,2050-09-24,8
270,2050-09-28,4
273,2050-10-01,4
279,2050-10-07,7
283,2050-10-11,7
285,2050-10-13,7
293,2050-10-21,4
296,2050-10-24,7
301,2050-10-29,2
306,2050-11-03,2
312,2050-11-09,4
319,2050-11-16,7
323,2050-11-20,6
328,2050-11-25,4
329,2050-11-26,7
337,2050-12-04,4
343,2050-12-10,5
346,2050-12-13,7
354,2050-12-21,7
359,2050-12-26,1
362,2050-12-29,5
