Day of Year,Date,Weight
9,2050-01-10,17
12,2050-01-13,18
14,2050-01-15,2
15,2050-01-16,3
16,2050-01-17,6
19,2050-01-20,3
31,2050-02-01,8
35,2050-02-05,5
46,2050-02-16,11
48,2050-02-18,10
83,2050-03-25,1
90,2050-04-01,5
94,2050-04-05,10
98,2050-04-09,5
108,2050-04-19,6
112,2050-04-23,2
114,2050-04-25,9
117,2050-04-28,4
118,2050-04-29,4
146,2050-05-27,4
150,2050-05-31,6
157,2050-06-07,11
161,2050-06-11,3
163,2050-06-13,7
172,2050-06-22,2
174,2050-06-24,2
186,2050-07-06,4
189,2050-07-09,2
194,2050-07-14,2
195,2050-07-15,2
197,2050-07-17,5
203,2050-07-23,3
209,2050-07-29,4
214,2050-08-03,2
216,2050-08-05,2
219,2050-08-08,7
220,2050-08-09,5
222,2050-08-11,2
223,2050-08-12,8
228,2050-08-17,4
231,2050-08-20,5
233,2050-08-22,4
243,2050-09-01,7
248,2050-09-06,2
256,2050-09-14,4
262,2050-09-20,6
264,2050-09-22,20
266,2050-09-24,13
277,2050-10-05,7
283,2050-10-11,12
287,2050-10-15,11
291,2050-10-19,5
298,2050-10-26,10
302,2050-10-30,1
304,2050-11-01,1
313,2050-11-10,5
314,2050-11-11,5
317,2050-11-14,3
323,2050-11-20,9
336,2050-12-03,6
339,2050-12-06,1
344,2050-12-11,2
364,2050-12-31,10
