Day of Year,Date,Weight
9,2050-01-10,14
13,2050-01-14,4
15,2050-01-16,4
28,2050-01-29,6
30,2050-01-31,4
31,2050-02-01,6
36,2050-02-06,10
41,2050-02-11,2
45,2050-02-15,3
52,2050-02-22,2
55,2050-02-25,3
58,2050-02-28,6
59,2050-03-01,7
62,2050-03-04,4
68,2050-03-10,6
76,2050-03-18,2
77,2050-03-19,2
86,2050-03-28,2
89,2050-03-31,2
91,2050-04-02,6
103,2050-04-14,2
104,2050-04-15,4
111,2050-04-22,3
112,2050-04-23,2
115,2050-04-26,7
116,2050-04-27,5
119,2050-04-30,1
122,2050-05-03,3
125,2050-05-06,3
127,2050-05-08,5
130,2050-05-11,9
138,2050-05-19,2
145,2050-05-26,13
150,2050-05-31,7
153,2050-06-03,1
165,2050-06-15,5
167,2050-06-17,3
171,2050-06-21,1
172,2050-06-22,1
173,2050-06-23,1
177,2050-06-27,8
182,2050-07-02,3
185,2050-07-05,4
186,2050-07-06,3
193,2050-07-13,1
197,2050-07-17,2
199,2050-07-19,1
202,2050-07-22,2
204,2050-07-24,2
205,2050-07-25,5
207,2050-07-27,3
208,2050-07-28,1
210,2050-07-30,2
211,2050-07-31,1
212,2050-08-01,2
216,2050-08-05,1
217,2050-08-06,3
218,2050-08-07,1
219,2050-08-08,6
228,2050-08-17,3
230,2050-08-19,1
231,2050-08-20,3
234,2050-08-23,6
235,2050-08-24,7
238,2050-08-27,5
244,2050-09-02,1
248,2050-09-06,4
251,2050-09-09,1
257,2050-09-15,4
266,2050-09-24,4
269,2050-09-27,2
270,2050-09-28,7
273,2050-10-01,4
274,2050-10-02,6
283,2050-10-11,5
293,2050-10-21,4
296,2050-10-24,6
298,2050-10-26,6
299,2050-10-27,8
300,2050-10-28,5
301,2050-10-29,3
321,2050-11-18,4
325,2050-11-22,9
328,2050-11-25,5
331,2050-11-28,1
336,2050-12-03,5
345,2050-12-12,6
347,2050-12-14,4
354,2050-12-21,7
358,2050-12-25,5
