Day of Year,Date,Weight
9,2050-01-10,12
10,2050-01-11,2
13,2050-01-14,5
16,2050-01-17,4
23,2050-01-24,6
31,2050-02-01,3
34,2050-02-04,6
39,2050-02-09,9
41,2050-02-11,4
48,2050-02-18,2
66,2050-03-08,2
68,2050-03-10,7
82,2050-03-24,4
85,2050-03-27,4
91,2050-04-02,2
97,2050-04-08,4
99,2050-04-10,6
100,2050-04-11,4
101,2050-04-12,8
105,2050-04-16,2
109,2050-04-20,3
110,2050-04-21,5
117,2050-04-28,6
118,2050-04-29,1
126,2050-05-07,2
128,2050-05-09,10
131,2050-05-12,3
133,2050-05-14,1
136,2050-05-17,9
137,2050-05-18,6
147,2050-05-28,2
151,2050-06-01,4
157,2050-06-07,2
161,2050-06-11,4
166,2050-06-16,6
167,2050-06-17,1
170,2050-06-20,2
172,2050-06-22,1
173,2050-06-23,1
175,2050-06-25,3
178,2050-06-28,1
179,2050-06-29,2
180,2050-06-30,4
184,2050-07-04,3
185,2050-07-05,3
190,2050-07-10,3
192,2050-07-12,2
196,2050-07-16,3
198,2050-07-18,2
200,2050-07-20,3
201,2050-07-21,1
205,2050-07-25,4
207,2050-07-27,4
211,2050-07-31,4
214,2050-08-03,3
215,2050-08-04,1
216,2050-08-05,1
218,2050-08-07,1
224,2050-08-13,2
225,2050-08-14,3
229,2050-08-18,1
235,2050-08-24,4
237,2050-08-26,4
239,2050-08-28,5
241,2050-08-30,2
256,2050-09-14,1
259,2050-09-17,3
261,2050-09-19,4
266,2050-09-24,5
268,2050-09-26,1
269,2050-09-27,6
270,2050-09-28,10
271,2050-09-29,7
273,2050-10-01,3
274,2050-10-02,3
282,2050-10-10,3
283,2050-10-11,1
286,2050-10-14,4
287,2050-10-15,4
300,2050-10-28,6
308,2050-11-05,4
313,2050-11-10,4
314,2050-11-11,4
315,2050-11-12,2
317,2050-11-14,6
319,2050-11-16,4
322,2050-11-19,2
325,2050-11-22,8
328,2050-11-25,1
330,2050-11-27,5
336,2050-12-03,4
341,2050-12-08,3
345,2050-12-12,3
346,2050-12-13,3
348,2050-12-15,6
358,2050-12-25,6
362,2050-12-29,3
364,2050-12-31,2
