Day of Year,Date,Weight
34,2050-02-04,8
36,2050-02-06,16
50,2050-02-20,17
54,2050-02-24,6
58,2050-02-28,6
59,2050-03-01,10
71,2050-03-13,5
90,2050-04-01,8
97,2050-04-08,10
104,2050-04-15,7
107,2050-04-18,3
109,2050-04-20,16
112,2050-04-23,8
125,2050-05-06,5
137,2050-05-18,13
141,2050-05-22,9
150,2050-05-31,10
155,2050-06-05,14
174,2050-06-24,4
186,2050-07-06,9
193,2050-07-13,2
197,2050-07-17,2
199,2050-07-19,2
205,2050-07-25,6
218,2050-08-07,1
219,2050-08-08,12
234,2050-08-23,9
235,2050-08-24,15
237,2050-08-26,6
258,2050-09-16,5
276,2050-10-04,11
285,2050-10-13,22
296,2050-10-24,10
298,2050-10-26,10
300,2050-10-28,13
329,2050-11-26,11
337,2050-12-04,6
343,2050-12-10,11
346,2050-12-13,20
351,2050-12-18,7
