Day of Year,Date,Weight
0,2050-01-01,5
3,2050-01-04,4
9,2050-01-10,11
13,2050-01-14,7
17,2050-01-18,5
27,2050-01-28,3
32,2050-02-02,7
34,2050-02-04,6
38,2050-02-08,3
39,2050-02-09,11
50,2050-02-20,1
60,2050-03-02,7
71,2050-03-13,7
72,2050-03-14,13
77,2050-03-19,3
93,2050-04-04,4
94,2050-04-05,2
99,2050-04-10,8
101,2050-04-12,8
105,2050-04-16,3
110,2050-04-21,5
111,2050-04-22,5
112,2050-04-23,2
115,2050-04-26,6
116,2050-04-27,8
118,2050-04-29,2
122,2050-05-03,2
128,2050-05-09,12
136,2050-05-17,6
144,2050-05-25,4
154,2050-06-04,1
166,2050-06-16,6
171,2050-06-21,1
172,2050-06-22,1
173,2050-06-23,1
175,2050-06-25,3
181,2050-07-01,2
182,2050-07-02,3
184,2050-07-04,4
185,2050-07-05,4
186,2050-07-06,9
194,2050-07-14,2
196,2050-07-16,3
197,2050-07-17,2
204,2050-07-24,12
207,2050-07-27,6
208,2050-07-28,2
210,2050-07-30,7
216,2050-08-05,1
228,2050-08-17,2
235,2050-08-24,7
237,2050-08-26,4
245,2050-09-03,5
262,2050-09-20,9
264,2050-09-22,9
269,2050-09-27,6
273,2050-10-01,3
274,2050-10-02,4
275,2050-10-03,5
285,2050-10-13,7
287,2050-10-15,5
300,2050-10-28,12
314,2050-11-11,5
330,2050-11-27,6
338,2050-12-05,11
348,2050-12-15,6
350,2050-12-17,4
351,2050-12-18,2
354,2050-12-21,8
356,2050-12-23,5
