Day of Year,Date,Weight
9,2050-01-10,20
15,2050-01-16,4
28,2050-01-29,18
30,2050-01-31,8
36,2050-02-06,16
73,2050-03-15,21
87,2050-03-29,7
91,2050-04-02,15
105,2050-04-16,8
114,2050-04-25,17
137,2050-05-18,12
151,2050-06-01,14
155,2050-06-05,18
167,2050-06-17,11
172,2050-06-22,2
174,2050-06-24,4
186,2050-07-06,12
219,2050-08-08,12
221,2050-08-10,8
234,2050-08-23,9
235,2050-08-24,15
262,2050-09-20,16
266,2050-09-24,15
285,2050-10-13,29
289,2050-10-17,15
328,2050-11-25,11
345,2050-12-12,10
353,2050-12-20,18
