Day of Year,Date,Weight
0,2050-01-01,5
2,2050-01-03,10
7,2050-01-08,2
13,2050-01-14,5
16,2050-01-17,7
27,2050-01-28,2
31,2050-02-01,3
36,2050-02-06,10
40,2050-02-10,5
53,2050-02-23,6
63,2050-03-05,4
69,2050-03-11,4
70,2050-03-12,4
85,2050-03-27,4
87,2050-03-29,2
92,2050-04-03,4
99,2050-04-10,7
102,2050-04-13,2
104,2050-04-15,4
125,2050-05-06,2
128,2050-05-09,11
131,2050-05-12,3
136,2050-05-17,7
137,2050-05-18,6
138,2050-05-19,3
139,2050-05-20,6
143,2050-05-24,9
145,2050-05-26,3
158,2050-06-08,10
171,2050-06-21,1
172,2050-06-22,1
176,2050-06-26,4
182,2050-07-02,2
184,2050-07-04,3
186,2050-07-06,7
191,2050-07-11,3
196,2050-07-16,3
197,2050-07-17,3
199,2050-07-19,1
206,2050-07-26,3
207,2050-07-27,6
211,2050-07-31,3
215,2050-08-04,2
218,2050-08-07,1
225,2050-08-14,4
231,2050-08-20,1
234,2050-08-23,5
235,2050-08-24,6
237,2050-08-26,5
239,2050-08-28,7
242,2050-08-31,4
243,2050-09-01,2
259,2050-09-17,3
261,2050-09-19,9
266,2050-09-24,7
267,2050-09-25,6
273,2050-10-01,3
274,2050-10-02,5
277,2050-10-05,9
283,2050-10-11,4
285,2050-10-13,5
286,2050-10-14,4
287,2050-10-15,5
291,2050-10-19,9
292,2050-10-20,4
296,2050-10-24,2
300,2050-10-28,4
305,2050-11-02,5
309,2050-11-06,1
314,2050-11-11,5
319,2050-11-16,3
330,2050-11-27,5
331,2050-11-28,11
337,2050-12-04,2
340,2050-12-07,3
345,2050-12-12,4
349,2050-12-16,10
354,2050-12-21,10
