Day of Year,Date,Weight
16,2050-01-17,6
17,2050-01-18,6
28,2050-01-29,1
33,2050-02-03,4
35,2050-02-05,5
36,2050-02-06,13
48,2050-02-18,2
51,2050-02-21,3
60,2050-03-02,4
63,2050-03-05,4
68,2050-03-10,7
71,2050-03-13,7
76,2050-03-18,1
80,2050-03-22,1
90,2050-04-01,3
100,2050-04-11,4
102,2050-04-13,2
104,2050-04-15,4
110,2050-04-21,3
114,2050-04-25,5
115,2050-04-26,2
117,2050-04-28,6
118,2050-04-29,2
123,2050-05-04,4
126,2050-05-07,2
127,2050-05-08,7
136,2050-05-17,7
139,2050-05-20,5
143,2050-05-24,7
145,2050-05-26,3
149,2050-05-30,4
155,2050-06-05,3
167,2050-06-17,1
171,2050-06-21,1
172,2050-06-22,1
173,2050-06-23,1
184,2050-07-04,3
189,2050-07-09,3
193,2050-07-13,3
195,2050-07-15,6
198,2050-07-18,2
199,2050-07-19,2
200,2050-07-20,6
201,2050-07-21,1
204,2050-07-24,11
213,2050-08-02,6
215,2050-08-04,1
216,2050-08-05,1
220,2050-08-09,1
225,2050-08-14,3
232,2050-08-21,2
235,2050-08-24,6
236,2050-08-25,3
237,2050-08-26,4
238,2050-08-27,2
249,2050-09-07,1
251,2050-09-09,2
252,2050-09-10,2
254,2050-09-12,6
259,2050-09-17,3
264,2050-09-22,7
266,2050-09-24,5
269,2050-09-27,13
270,2050-09-28,9
271,2050-09-29,4
275,2050-10-03,4
279,2050-10-07,3
280,2050-10-08,3
287,2050-10-15,5
288,2050-10-16,7
298,2050-10-26,7
300,2050-10-28,9
304,2050-11-01,2
307,2050-11-04,2
308,2050-11-05,4
309,2050-11-06,1
319,2050-11-16,4
330,2050-11-27,5
331,2050-11-28,13
339,2050-12-06,9
342,2050-12-09,5
346,2050-12-13,5
351,2050-12-18,2
356,2050-12-23,4
358,2050-12-25,8
359,2050-12-26,4
