Date,Cluster,Extreme Day,Medoid
2050-01-01,25,0,0
2050-01-02,7,0,0
2050-01-03,16,0,0
2050-01-04,16,0,0
2050-01-05,16,0,0
2050-01-06,16,0,0
2050-01-07,27,0,0
2050-01-08,12,0,0
2050-01-09,16,0,0
2050-01-10,16,0,0
2050-01-11,8,0,1
2050-01-12,16,0,1
2050-01-13,8,0,0
2050-01-14,29,0,0
2050-01-15,8,0,0
2050-01-16,34,1,1
2050-01-17,8,0,0
2050-01-18,8,0,0
2050-01-19,16,0,0
2050-01-20,16,0,0
2050-01-21,8,0,0
2050-01-22,17,0,0
2050-01-23,35,1,1
2050-01-24,8,0,0
2050-01-25,20,0,0
2050-01-26,20,0,0
2050-01-27,2,0,0
2050-01-28,27,0,0
2050-01-29,12,0,0
2050-01-30,2,0,0
2050-01-31,8,0,0
2050-02-01,8,0,0
2050-02-02,2,0,0
2050-02-03,20,0,0
2050-02-04,12,0,0
2050-02-05,12,0,0
2050-02-06,20,0,1
2050-02-07,20,0,0
2050-02-08,20,0,0
2050-02-09,20,0,0
2050-02-10,8,0,0
2050-02-11,27,0,0
2050-02-12,12,0,0
2050-02-13,8,0,0
2050-02-14,0,0,0
2050-02-15,32,0,0
2050-02-16,20,0,0
2050-02-17,3,0,0
2050-02-18,27,0,0
2050-02-19,4,0,0
2050-02-20,0,0,0
2050-02-21,6,0,0
2050-02-22,2,0,1
2050-02-23,32,0,0
2050-02-24,32,0,1
2050-02-25,33,0,0
2050-02-26,2,0,0
2050-02-27,29,0,0
2050-02-28,6,0,0
2050-03-01,0,0,0
2050-03-02,8,0,0
2050-03-03,20,0,0
2050-03-04,12,0,0
2050-03-05,4,0,1
2050-03-06,6,0,0
2050-03-07,32,0,0
2050-03-08,6,0,1
2050-03-09,7,0,0
2050-03-10,7,0,0
2050-03-11,23,0,0
2050-03-12,10,0,0
2050-03-13,7,0,0
2050-03-14,7,0,0
2050-03-15,7,0,0
2050-03-16,7,0,0
2050-03-17,32,0,0
2050-03-18,21,0,0
2050-03-19,21,0,0
2050-03-20,26,0,0
2050-03-21,7,0,0
2050-03-22,3,0,0
2050-03-23,11,0,0
2050-03-24,31,0,0
2050-03-25,10,0,1
2050-03-26,13,0,0
2050-03-27,32,0,0
2050-03-28,32,0,0
2050-03-29,32,0,0
2050-03-30,11,0,0
2050-03-31,6,0,0
2050-04-01,25,0,0
2050-04-02,13,0,0
