Date,Cluster,Extreme Day,Medoid
2050-01-01,6,0,0
2050-01-02,4,0,0
2050-01-03,4,0,0
2050-01-04,4,0,0
2050-01-05,4,0,0
2050-01-06,4,0,0
2050-01-07,14,0,0
2050-01-08,16,0,0
2050-01-09,4,0,0
2050-01-10,4,0,0
2050-01-11,9,0,0
2050-01-12,4,0,0
2050-01-13,9,0,0
2050-01-14,9,0,0
2050-01-15,9,0,0
2050-01-16,17,1,1
2050-01-17,0,0,1
2050-01-18,0,0,0
2050-01-19,4,0,0
2050-01-20,4,0,0
2050-01-21,0,0,0
2050-01-22,5,0,0
2050-01-23,18,1,1
2050-01-24,0,0,0
2050-01-25,4,0,0
2050-01-26,4,0,0
2050-01-27,9,0,0
2050-01-28,14,0,0
2050-01-29,4,0,0
2050-01-30,0,0,0
2050-01-31,0,0,0
2050-02-01,9,0,0
2050-02-02,9,0,0
2050-02-03,4,0,0
2050-02-04,4,0,0
2050-02-05,4,0,0
2050-02-06,4,0,1
2050-02-07,4,0,0
2050-02-08,4,0,0
2050-02-09,4,0,0
2050-02-10,2,0,0
2050-02-11,12,0,0
2050-02-12,4,0,0
2050-02-13,0,0,0
2050-02-14,16,0,0
2050-02-15,4,0,0
2050-02-16,4,0,0
2050-02-17,1,0,0
2050-02-18,14,0,0
2050-02-19,15,0,0
2050-02-20,9,0,0
2050-02-21,0,0,0
2050-02-22,5,0,0
2050-02-23,4,0,0
2050-02-24,4,0,0
2050-02-25,12,0,0
2050-02-26,14,0,0
2050-02-27,5,0,0
2050-02-28,8,0,0
2050-03-01,4,0,0
2050-03-02,0,0,0
2050-03-03,4,0,0
2050-03-04,6,0,0
2050-03-05,15,0,0
2050-03-06,8,0,0
2050-03-07,4,0,0
2050-03-08,8,0,1
2050-03-09,4,0,0
2050-03-10,4,0,0
2050-03-11,12,0,0
2050-03-12,15,0,0
2050-03-13,16,0,0
2050-03-14,16,0,1
2050-03-15,16,0,0
2050-03-16,16,0,0
2050-03-17,4,0,0
2050-03-18,15,0,0
2050-03-19,15,0,0
2050-03-20,8,0,0
2050-03-21,4,0,0
2050-03-22,1,0,0
2050-03-23,11,0,0
2050-03-24,5,0,0
2050-03-25,6,0,0
2050-03-26,12,0,0
2050-03-27,1,0,0
2050-03-28,1,0,0
2050-03-29,1,0,0
2050-03-30,8,0,0
2050-03-31,5,0,0
2050-04-01,14,0,0
2050-04-02,14,0,0
2050-04-03,19,1,1
2050-04-04,16,0,0
2050-04-05,1,0,0
2050-04-06,8,0,0
2050-04-07,1,0,0
2050-04-08,15,0,0
2050-04-09,15,0,0
2050-04-10,11,0,0
2050-04-11,16,0,0
2050-04-12,16,0,0
2050-04-13,12,0,0
2050-04-14,16,0,0
2050-04-15,6,0,0
2050-04-16,6,0,0
2050-04-17,4,0,0
2050-04-18,1,0,0
2050-04-19,8,0,0
2050-04-20,8,0,0
2050-04-21,8,0,0
2050-04-22,15,0,0
2050-04-23,15,0,0
2050-04-24,5,0,0
2050-04-25,11,0,0
2050-04-26,2,0,0
2050-04-27,5,0,0
2050-04-28,5,0,0
2050-04-29,15,0,0
2050-04-30,12,0,0
2050-05-01,1,0,0
2050-05-02,1,0,0
2050-05-03,1,0,0
2050-05-04,1,0,0
2050-05-05,8,0,0
2050-05-06,12,0,0
2050-05-07,15,0,0
2050-05-08,8,0,0
2050-05-09,8,0,0
2050-05-10,2,0,0
2050-05-11,8,0,0
2050-05-12,1,0,0
2050-05-13,15,0,0
2050-05-14,15,0,0
2050-05-15,2,0,0
2050-05-16,5,0,0
2050-05-17,9,0,0
2050-05-18,2,0,0
2050-05-19,2,0,0
2050-05-20,15,0,0
2050-05-21,11,0,0
2050-05-22,8,0,0
2050-05-23,8,0,0
2050-05-24,8,0,0
2050-05-25,1,0,0
2050-05-26,8,0,0
2050-05-27,1,0,0
2050-05-28,12,0,0
2050-05-29,8,0,0
2050-05-30,11,0,0
2050-05-31,8,0,0
2050-06-01,11,0,0
2050-06-02,2,0,0
2050-06-03,16,0,0
2050-06-04,15,0,0
2050-06-05,1,0,0
2050-06-06,8,0,0
2050-06-07,11,0,0
2050-06-08,5,0,0
2050-06-09,11,0,1
2050-06-10,12,0,1
2050-06-11,12,0,0
2050-06-12,9,0,0
2050-06-13,5,0,0
2050-06-14,11,0,0
2050-06-15,11,0,0
2050-06-16,8,0,0
2050-06-17,11,0,0
2050-06-18,12,0,0
2050-06-19,2,0,0
2050-06-20,8,0,0
2050-06-21,7,0,0
2050-06-22,20,1,1
2050-06-23,7,0,0
2050-06-24,13,0,0
2050-06-25,1,0,0
2050-06-26,13,0,0
2050-06-27,1,0,0
2050-06-28,8,0,0
2050-06-29,10,0,0
2050-06-30,7,0,0
2050-07-01,13,0,0
2050-07-02,3,0,0
2050-07-03,13,0,0
2050-07-04,13,0,0
2050-07-05,13,0,0
2050-07-06,13,0,0
2050-07-07,10,0,0
2050-07-08,0,0,0
2050-07-09,3,0,0
2050-07-10,13,0,0
2050-07-11,10,0,0
2050-07-12,10,0,0
2050-07-13,7,0,0
2050-07-14,7,0,0
2050-07-15,3,0,0
2050-07-16,3,0,0
2050-07-17,3,0,0
2050-07-18,21,1,1
2050-07-19,7,0,0
2050-07-20,13,0,0
2050-07-21,8,0,0
2050-07-22,14,0,0
2050-07-23,8,0,0
2050-07-24,10,0,0
2050-07-25,10,0,0
2050-07-26,10,0,0
2050-07-27,3,0,0
2050-07-28,3,0,0
2050-07-29,11,0,0
2050-07-30,11,0,0
2050-07-31,10,0,0
2050-08-01,10,0,0
2050-08-02,10,0,0
2050-08-03,7,0,1
2050-08-04,7,0,0
2050-08-05,13,0,0
2050-08-06,3,0,1
2050-08-07,13,0,0
2050-08-08,10,0,0
2050-08-09,3,0,0
2050-08-10,7,0,0
2050-08-11,10,0,0
2050-08-12,13,0,0
2050-08-13,3,0,0
2050-08-14,7,0,0
2050-08-15,13,0,0
2050-08-16,13,0,0
2050-08-17,13,0,0
2050-08-18,10,0,0
2050-08-19,5,0,0
2050-08-20,5,0,0
2050-08-21,11,0,0
2050-08-22,0,0,0
2050-08-23,13,0,0
2050-08-24,13,0,1
2050-08-25,13,0,0
2050-08-26,11,0,0
2050-08-27,11,0,0
2050-08-28,10,0,1
2050-08-29,3,0,0
2050-08-30,0,0,0
2050-08-31,1,0,0
2050-09-01,10,0,0
2050-09-02,4,0,0
2050-09-03,12,0,0
2050-09-04,11,0,0
2050-09-05,4,0,0
2050-09-06,13,0,0
2050-09-07,13,0,0
2050-09-08,3,0,0
2050-09-09,5,0,0
2050-09-10,14,0,0
2050-09-11,1,0,0
2050-09-12,11,0,0
2050-09-13,1,0,0
2050-09-14,4,0,0
2050-09-15,11,0,0
2050-09-16,11,0,0
2050-09-17,11,0,0
2050-09-18,11,0,0
2050-09-19,11,0,0
2050-09-20,11,0,0
2050-09-21,2,0,0
2050-09-22,1,0,1
2050-09-23,15,0,0
2050-09-24,15,0,1
2050-09-25,1,0,0
2050-09-26,2,0,0
2050-09-27,4,0,0
2050-09-28,1,0,0
2050-09-29,5,0,0
2050-09-30,12,0,0
2050-10-01,22,1,1
2050-10-02,2,0,1
2050-10-03,5,0,0
2050-10-04,5,0,0
2050-10-05,5,0,0
2050-10-06,5,0,0
2050-10-07,14,0,0
2050-10-08,12,0,0
2050-10-09,5,0,0
2050-10-10,16,0,0
2050-10-11,16,0,0
2050-10-12,1,0,0
2050-10-13,1,0,0
2050-10-14,6,0,0
2050-10-15,12,0,0
2050-10-16,5,0,1
2050-10-17,5,0,0
2050-10-18,16,0,0
2050-10-19,16,0,0
2050-10-20,1,0,0
2050-10-21,15,0,0
2050-10-22,6,0,1
2050-10-23,5,0,0
2050-10-24,2,0,0
2050-10-25,2,0,0
2050-10-26,16,0,0
2050-10-27,4,0,0
2050-10-28,12,0,0
2050-10-29,12,0,0
2050-10-30,16,0,0
2050-10-31,6,0,0
2050-11-01,2,0,0
2050-11-02,16,0,0
2050-11-03,2,0,0
2050-11-04,14,0,0
2050-11-05,6,0,0
2050-11-06,4,0,0
2050-11-07,5,0,0
