Date,Cluster,Extreme Day,Medoid
2050-01-01,11,0,0
2050-01-02,18,0,0
2050-01-03,15,0,0
2050-01-04,15,0,0
2050-01-05,15,0,0
2050-01-06,15,0,0
2050-01-07,12,0,0
2050-01-08,11,0,0
2050-01-09,15,0,0
2050-01-10,15,0,0
2050-01-11,13,0,1
2050-01-12,15,0,1
2050-01-13,13,0,0
2050-01-14,2,0,0
2050-01-15,13,0,0
2050-01-16,25,1,1
2050-01-17,13,0,0
2050-01-18,13,0,0
2050-01-19,15,0,0
2050-01-20,15,0,0
2050-01-21,13,0,0
2050-01-22,2,0,0
2050-01-23,26,1,1
2050-01-24,13,0,0
2050-01-25,4,0,0
2050-01-26,20,0,0
2050-01-27,2,0,0
2050-01-28,12,0,0
2050-01-29,19,0,0
2050-01-30,2,0,0
2050-01-31,13,0,0
2050-02-01,2,0,0
2050-02-02,2,0,1
2050-02-03,20,0,0
2050-02-04,19,0,0
2050-02-05,19,0,0
2050-02-06,20,0,0
2050-02-07,20,0,0
2050-02-08,20,0,0
2050-02-09,20,0,1
2050-02-10,13,0,0
2050-02-11,16,0,0
2050-02-12,19,0,0
2050-02-13,13,0,0
2050-02-14,15,0,0
2050-02-15,20,0,0
2050-02-16,20,0,0
2050-02-17,5,0,0
2050-02-18,4,0,0
2050-02-19,17,0,0
2050-02-20,4,0,0
2050-02-21,22,0,0
2050-02-22,8,0,1
2050-02-23,20,0,0
2050-02-24,20,0,0
2050-02-25,0,0,0
2050-02-26,8,0,0
2050-02-27,8,0,0
2050-02-28,22,0,0
2050-03-01,15,0,0
2050-03-02,13,0,0
2050-03-03,20,0,0
2050-03-04,19,0,0
2050-03-05,17,0,0
2050-03-06,22,0,0
2050-03-07,20,0,0
2050-03-08,22,0,0
2050-03-09,18,0,0
2050-03-10,18,0,0
2050-03-11,16,0,0
2050-03-12,17,0,0
2050-03-13,18,0,0
2050-03-14,18,0,0
2050-03-15,18,0,0
2050-03-16,18,0,0
2050-03-17,20,0,0
2050-03-18,17,0,0
2050-03-19,17,0,0
2050-03-20,21,0,0
2050-03-21,18,0,0
2050-03-22,5,0,0
2050-03-23,7,0,0
2050-03-24,8,0,0
2050-03-25,11,0,0
2050-03-26,16,0,0
2050-03-27,3,0,1
2050-03-28,3,0,0
2050-03-29,20,0,0
2050-03-30,7,0,0
2050-03-31,7,0,0
2050-04-01,12,0,0
2050-04-02,12,0,0
2050-04-03,27,1,1
2050-04-04,18,0,0
2050-04-05,5,0,0
