Date,Cluster,Extreme Day,Medoid
2050-01-01,26,0,0
2050-01-02,15,0,0
2050-01-03,14,0,0
2050-01-04,29,0,0
2050-01-05,29,0,0
2050-01-06,29,0,0
2050-01-07,8,0,0
2050-01-08,26,0,1
2050-01-09,29,0,0
2050-01-10,29,0,0
2050-01-11,12,0,0
2050-01-12,29,0,1
2050-01-13,22,0,0
2050-01-14,28,0,0
2050-01-15,22,0,0
2050-01-16,42,1,1
2050-01-17,12,0,0
2050-01-18,12,0,0
2050-01-19,29,0,0
2050-01-20,29,0,0
2050-01-21,22,0,0
2050-01-22,28,0,0
2050-01-23,43,1,1
2050-01-24,12,0,1
2050-01-25,14,0,0
2050-01-26,1,0,0
2050-01-27,22,0,0
2050-01-28,8,0,0
2050-01-29,39,0,0
2050-01-30,22,0,0
2050-01-31,12,0,0
2050-02-01,12,0,0
2050-02-02,2,0,1
2050-02-03,1,0,0
2050-02-04,39,0,1
2050-02-05,39,0,0
2050-02-06,1,0,0
2050-02-07,1,0,0
2050-02-08,1,0,0
2050-02-09,1,0,1
2050-02-10,12,0,0
2050-02-11,17,0,0
2050-02-12,39,0,0
2050-02-13,22,0,0
2050-02-14,29,0,0
2050-02-15,1,0,0
2050-02-16,1,0,0
2050-02-17,5,0,0
2050-02-18,17,0,0
2050-02-19,39,0,0
2050-02-20,35,0,0
2050-02-21,12,0,0
2050-02-22,2,0,0
2050-02-23,1,0,0
2050-02-24,1,0,0
2050-02-25,0,0,0
2050-02-26,28,0,0
2050-02-27,2,0,0
2050-02-28,32,0,0
2050-03-01,29,0,0
2050-03-02,12,0,0
2050-03-03,1,0,0
2050-03-04,39,0,0
2050-03-05,9,0,0
2050-03-06,32,0,0
2050-03-07,1,0,0
2050-03-08,32,0,0
2050-03-09,15,0,0
2050-03-10,15,0,0
2050-03-11,17,0,0
2050-03-12,17,0,0
2050-03-13,15,0,0
2050-03-14,41,0,1
2050-03-15,15,0,0
2050-03-16,15,0,0
2050-03-17,1,0,0
2050-03-18,17,0,0
2050-03-19,9,0,0
2050-03-20,23,0,0
2050-03-21,15,0,0
2050-03-22,5,0,0
2050-03-23,3,0,0
2050-03-24,10,0,0
2050-03-25,6,0,0
2050-03-26,17,0,0
2050-03-27,20,0,0
2050-03-28,20,0,0
2050-03-29,20,0,0
2050-03-30,3,0,0
2050-03-31,21,0,1
2050-04-01,8,0,0
2050-04-02,8,0,0
2050-04-03,44,1,1
2050-04-04,15,0,0
2050-04-05,5,0,0
2050-04-06,23,0,0
2050-04-07,20,0,0
2050-04-08,9,0,0
2050-04-09,17,0,0
2050-04-10,3,0,0
2050-04-11,41,0,0
2050-04-12,15,0,0
2050-04-13,27,0,0
2050-04-14,41,0,0
2050-04-15,6,0,0
2050-04-16,6,0,0
2050-04-17,15,0,0
2050-04-18,20,0,0
2050-04-19,23,0,0
2050-04-20,23,0,1
2050-04-21,23,0,0
2050-04-22,9,0,1
2050-04-23,9,0,0
2050-04-24,27,0,0
2050-04-25,3,0,0
2050-04-26,10,0,0
2050-04-27,10,0,0
2050-04-28,10,0,1
2050-04-29,17,0,0
2050-04-30,0,0,0
2050-05-01,5,0,0
2050-05-02,20,0,0
2050-05-03,20,0,0
2050-05-04,5,0,0
2050-05-05,23,0,0
2050-05-06,0,0,0
2050-05-07,9,0,0
2050-05-08,23,0,0
2050-05-09,21,0,0
2050-05-10,25,0,0
2050-05-11,23,0,0
2050-05-12,20,0,0
2050-05-13,9,0,0
2050-05-14,17,0,0
2050-05-15,5,0,0
2050-05-16,27,0,1
2050-05-17,35,0,1
2050-05-18,25,0,0
2050-05-19,35,0,0
2050-05-20,17,0,0
2050-05-21,34,0,0
2050-05-22,23,0,0
2050-05-23,32,0,0
2050-05-24,32,0,1
2050-05-25,32,0,0
2050-05-26,21,0,0
2050-05-27,20,0,0
2050-05-28,23,0,0
2050-05-29,23,0,0
2050-05-30,7,0,0
2050-05-31,31,0,0
2050-06-01,27,0,0
2050-06-02,25,0,0
2050-06-03,41,0,0
2050-06-04,17,0,0
2050-06-05,20,0,0
2050-06-06,3,0,0
2050-06-07,3,0,0
2050-06-08,10,0,0
2050-06-09,3,0,0
2050-06-10,0,0,0
2050-06-11,17,0,0
2050-06-12,35,0,0
2050-06-13,21,0,0
2050-06-14,18,0,0
2050-06-15,3,0,0
2050-06-16,32,0,0
2050-06-17,18,0,0
2050-06-18,23,0,0
2050-06-19,5,0,0
2050-06-20,32,0,0
2050-06-21,40,0,0
2050-06-22,45,1,1
2050-06-23,13,0,0
2050-06-24,31,0,1
2050-06-25,32,0,0
2050-06-26,31,0,0
2050-06-27,5,0,0
2050-06-28,3,0,0
2050-06-29,16,0,0
2050-06-30,4,0,0
2050-07-01,31,0,0
2050-07-02,24,0,0
2050-07-03,4,0,0
2050-07-04,11,0,0
2050-07-05,31,0,0
2050-07-06,33,0,0
2050-07-07,11,0,0
2050-07-08,31,0,0
2050-07-09,24,0,0
2050-07-10,37,0,0
2050-07-11,16,0,0
2050-07-12,11,0,0
2050-07-13,11,0,0
2050-07-14,33,0,1
2050-07-15,24,0,0
2050-07-16,24,0,0
2050-07-17,36,0,1
2050-07-18,46,1,1
2050-07-19,30,0,1
2050-07-20,4,0,0
2050-07-21,3,0,0
2050-07-22,35,0,0
2050-07-23,21,0,0
2050-07-24,16,0,0
2050-07-25,13,0,0
2050-07-26,16,0,0
2050-07-27,7,0,1
2050-07-28,7,0,0
2050-07-29,38,0,1
2050-07-30,18,0,1
2050-07-31,24,0,0
2050-08-01,16,0,0
2050-08-02,11,0,1
2050-08-03,33,0,0
2050-08-04,13,0,0
2050-08-05,33,0,0
2050-08-06,24,0,0
2050-08-07,33,0,0
2050-08-08,16,0,0
2050-08-09,7,0,0
2050-08-10,13,0,1
2050-08-11,13,0,0
2050-08-12,31,0,0
2050-08-13,24,0,1
2050-08-14,33,0,0
2050-08-15,11,0,0
2050-08-16,11,0,0
2050-08-17,40,0,1
2050-08-18,16,0,0
2050-08-19,38,0,0
2050-08-20,21,0,0
2050-08-21,7,0,0
2050-08-22,22,0,0
2050-08-23,37,0,0
2050-08-24,11,0,0
2050-08-25,37,0,0
2050-08-26,38,0,0
2050-08-27,18,0,0
2050-08-28,16,0,1
2050-08-29,7,0,0
2050-08-30,12,0,0
2050-08-31,32,0,0
2050-09-01,16,0,0
2050-09-02,31,0,0
2050-09-03,0,0,0
2050-09-04,3,0,0
2050-09-05,37,0,0
2050-09-06,4,0,1
2050-09-07,37,0,1
2050-09-08,7,0,0
2050-09-09,38,0,0
2050-09-10,8,0,0
2050-09-11,20,0,0
2050-09-12,3,0,0
2050-09-13,5,0,0
2050-09-14,14,0,0
2050-09-15,38,0,0
2050-09-16,34,0,0
2050-09-17,34,0,1
2050-09-18,3,0,1
2050-09-19,3,0,0
2050-09-20,3,0,0
2050-09-21,5,0,0
2050-09-22,20,0,1
2050-09-23,17,0,0
2050-09-24,17,0,0
2050-09-25,5,0,1
2050-09-26,25,0,0
2050-09-27,12,0,0
2050-09-28,20,0,0
2050-09-29,21,0,0
2050-09-30,0,0,0
2050-10-01,47,1,1
2050-10-02,25,0,1
2050-10-03,3,0,0
2050-10-04,27,0,0
2050-10-05,27,0,0
2050-10-06,27,0,0
2050-10-07,8,0,0
2050-10-08,21,0,0
2050-10-09,10,0,0
2050-10-10,19,0,0
2050-10-11,19,0,1
2050-10-12,5,0,0
2050-10-13,5,0,0
2050-10-14,17,0,0
2050-10-15,0,0,1
2050-10-16,27,0,0
2050-10-17,10,0,0
2050-10-18,41,0,0
2050-10-19,15,0,1
2050-10-20,5,0,0
2050-10-21,17,0,1
2050-10-22,6,0,1
2050-10-23,10,0,0
2050-10-24,35,0,0
2050-10-25,35,0,0
2050-10-26,41,0,0
2050-10-27,15,0,0
2050-10-28,17,0,0
2050-10-29,0,0,0
2050-10-30,15,0,0
2050-10-31,6,0,0
2050-11-01,5,0,0
2050-11-02,41,0,0
2050-11-03,25,0,0
2050-11-04,8,0,0
2050-11-05,6,0,0
2050-11-06,19,0,0
2050-11-07,2,0,0
2050-11-08,2,0,0
2050-11-09,14,0,0
2050-11-10,12,0,0
2050-11-11,8,0,0
2050-11-12,8,0,0
2050-11-13,15,0,0
2050-11-14,41,0,0
2050-11-15,29,0,0
2050-11-16,14,0,0
2050-11-17,2,0,0
2050-11-18,8,0,0
2050-11-19,8,0,0
2050-11-20,2,0,0
2050-11-21,19,0,0
2050-11-22,15,0,0
2050-11-23,25,0,0
2050-11-24,15,0,0
2050-11-25,8,0,0
2050-11-26,26,0,0
2050-11-27,22,0,0
2050-11-28,29,0,0
2050-11-29,14,0,1
2050-11-30,14,0,0
2050-12-01,22,0,0
2050-12-02,26,0,0
2050-12-03,26,0,0
2050-12-04,25,0,0
2050-12-05,12,0,0
2050-12-06,35,0,0
2050-12-07,14,0,0
2050-12-08,2,0,0
2050-12-09,28,0,1
2050-12-10,8,0,1
2050-12-11,29,0,0
2050-12-12,2,0,0
2050-12-13,14,0,0
2050-12-14,12,0,0
2050-12-15,29,0,0
2050-12-16,39,0,0
2050-12-17,22,0,0
2050-12-18,22,0,0
2050-12-19,12,0,0
2050-12-20,35,0,0
2050-12-21,22,0,0
2050-12-22,29,0,0
2050-12-23,26,0,0
2050-12-24,12,0,0
2050-12-25,2,0,0
2050-12-26,35,0,0
2050-12-27,48,1,1
2050-12-28,29,0,0
2050-12-29,22,0,1
2050-12-30,8,0,0
2050-12-31,49,1,1
