Date,Cluster,Extreme Day,Medoid
2050-01-01,19,0,0
2050-01-02,29,0,0
2050-01-03,16,0,0
2050-01-04,16,0,0
2050-01-05,16,0,0
2050-01-06,16,0,0
2050-01-07,17,0,0
2050-01-08,33,0,0
2050-01-09,16,0,1
2050-01-10,16,0,0
2050-01-11,6,0,0
2050-01-12,16,0,0
2050-01-13,3,0,0
2050-01-14,26,0,1
2050-01-15,3,0,0
2050-01-16,35,1,1
2050-01-17,3,0,0
2050-01-18,6,0,0
2050-01-19,16,0,0
2050-01-20,16,0,0
2050-01-21,3,0,0
2050-01-22,26,0,0
2050-01-23,36,1,1
2050-01-24,6,0,0
2050-01-25,6,0,0
2050-01-26,12,0,0
2050-01-27,14,0,0
2050-01-28,17,0,0
2050-01-29,33,0,0
2050-01-30,3,0,0
2050-01-31,6,0,0
2050-02-01,3,0,0
2050-02-02,14,0,1
2050-02-03,12,0,0
2050-02-04,33,0,0
2050-02-05,33,0,0
2050-02-06,12,0,0
2050-02-07,12,0,0
2050-02-08,16,0,0
2050-02-09,12,0,1
2050-02-10,6,0,1
2050-02-11,11,0,0
2050-02-12,33,0,0
2050-02-13,3,0,0
2050-02-14,16,0,0
2050-02-15,12,0,0
2050-02-16,12,0,0
2050-02-17,25,0,0
2050-02-18,1,0,0
2050-02-19,28,0,0
2050-02-20,6,0,0
2050-02-21,0,0,0
2050-02-22,14,0,0
2050-02-23,12,0,0
2050-02-24,12,0,0
2050-02-25,11,0,0
2050-02-26,26,0,0
2050-02-27,14,0,0
2050-02-28,0,0,0
2050-03-01,16,0,0
2050-03-02,6,0,0
2050-03-03,12,0,0
2050-03-04,33,0,0
2050-03-05,28,0,1
2050-03-06,0,0,0
2050-03-07,12,0,0
2050-03-08,0,0,0
2050-03-09,29,0,0
2050-03-10,25,0,0
2050-03-11,18,0,0
2050-03-12,1,0,1
2050-03-13,29,0,0
2050-03-14,19,0,0
2050-03-15,29,0,0
2050-03-16,29,0,0
2050-03-17,12,0,0
2050-03-18,1,0,0
2050-03-19,28,0,0
2050-03-20,34,0,0
2050-03-21,29,0,0
2050-03-22,0,0,0
2050-03-23,24,0,0
2050-03-24,24,0,0
2050-03-25,1,0,0
2050-03-26,1,0,0
2050-03-27,8,0,0
2050-03-28,8,0,0
2050-03-29,22,0,0
2050-03-30,5,0,0
2050-03-31,24,0,0
2050-04-01,17,0,0
2050-04-02,17,0,0
2050-04-03,37,1,1
2050-04-04,25,0,0
2050-04-05,25,0,0
2050-04-06,34,0,0
2050-04-07,22,0,0
2050-04-08,28,0,0
2050-04-09,18,0,0
2050-04-10,5,0,0
2050-04-11,19,0,0
2050-04-12,29,0,0
2050-04-13,11,0,0
2050-04-14,19,0,0
2050-04-15,1,0,0
2050-04-16,1,0,0
2050-04-17,29,0,0
2050-04-18,22,0,0
2050-04-19,34,0,0
2050-04-20,34,0,1
2050-04-21,34,0,0
2050-04-22,28,0,0
2050-04-23,18,0,0
2050-04-24,7,0,0
2050-04-25,5,0,0
2050-04-26,31,0,0
2050-04-27,21,0,0
2050-04-28,31,0,0
2050-04-29,1,0,0
2050-04-30,11,0,0
2050-05-01,22,0,0
2050-05-02,8,0,1
2050-05-03,8,0,0
2050-05-04,22,0,0
2050-05-05,34,0,0
2050-05-06,18,0,0
2050-05-07,18,0,0
2050-05-08,34,0,0
2050-05-09,24,0,0
2050-05-10,20,0,0
2050-05-11,34,0,0
2050-05-12,8,0,0
2050-05-13,18,0,0
2050-05-14,1,0,0
2050-05-15,25,0,0
2050-05-16,21,0,0
2050-05-17,20,0,0
2050-05-18,7,0,0
2050-05-19,20,0,0
2050-05-20,18,0,1
2050-05-21,30,0,0
2050-05-22,34,0,0
2050-05-23,34,0,0
2050-05-24,0,0,0
2050-05-25,0,0,0
2050-05-26,0,0,0
2050-05-27,28,0,0
2050-05-28,18,0,0
2050-05-29,34,0,0
2050-05-30,32,0,0
2050-05-31,0,0,0
2050-06-01,21,0,0
2050-06-02,6,0,0
2050-06-03,1,0,0
2050-06-04,18,0,0
2050-06-05,22,0,0
2050-06-06,5,0,0
2050-06-07,5,0,0
2050-06-08,31,0,0
2050-06-09,5,0,0
2050-06-10,11,0,1
2050-06-11,11,0,0
2050-06-12,6,0,0
2050-06-13,21,0,0
2050-06-14,5,0,0
2050-06-15,5,0,0
2050-06-16,0,0,1
2050-06-17,5,0,0
2050-06-18,18,0,0
2050-06-19,6,0,0
2050-06-20,0,0,0
2050-06-21,10,0,0
2050-06-22,38,1,1
2050-06-23,13,0,0
2050-06-24,15,0,0
2050-06-25,0,0,0
2050-06-26,0,0,0
2050-06-27,25,0,0
2050-06-28,5,0,0
2050-06-29,15,0,0
2050-06-30,10,0,1
2050-07-01,10,0,0
2050-07-02,2,0,0
2050-07-03,10,0,0
2050-07-04,32,0,0
2050-07-05,15,0,0
2050-07-06,10,0,0
2050-07-07,13,0,0
2050-07-08,4,0,0
2050-07-09,2,0,0
2050-07-10,4,0,0
2050-07-11,15,0,0
2050-07-12,15,0,0
2050-07-13,13,0,0
2050-07-14,27,0,0
2050-07-15,2,0,0
2050-07-16,2,0,0
2050-07-17,13,0,0
2050-07-18,39,1,1
2050-07-19,27,0,0
2050-07-20,10,0,0
2050-07-21,15,0,0
2050-07-22,20,0,0
2050-07-23,24,0,0
2050-07-24,13,0,0
