Date,Cluster,Extreme Day,Medoid
2050-01-01,11,0,0
2050-01-02,32,0,0
2050-01-03,7,0,0
2050-01-04,21,0,0
2050-01-05,21,0,0
2050-01-06,21,0,0
2050-01-07,0,0,0
2050-01-08,17,0,0
2050-01-09,21,0,0
2050-01-10,21,0,0
2050-01-11,7,0,0
2050-01-12,21,0,1
2050-01-13,4,0,0
2050-01-14,23,0,0
2050-01-15,4,0,0
2050-01-16,33,1,1
2050-01-17,19,0,0
2050-01-18,4,0,0
2050-01-19,21,0,0
2050-01-20,21,0,0
2050-01-21,19,0,0
2050-01-22,23,0,0
2050-01-23,34,1,1
2050-01-24,19,0,0
2050-01-25,7,0,0
2050-01-26,24,0,0
2050-01-27,14,0,0
2050-01-28,0,0,0
2050-01-29,17,0,0
2050-01-30,14,0,0
2050-01-31,7,0,0
2050-02-01,4,0,0
2050-02-02,14,0,1
2050-02-03,24,0,0
2050-02-04,17,0,0
2050-02-05,17,0,0
2050-02-06,24,0,0
2050-02-07,24,0,0
2050-02-08,24,0,0
2050-02-09,24,0,1
2050-02-10,7,0,0
2050-02-11,0,0,0
2050-02-12,17,0,0
2050-02-13,4,0,0
2050-02-14,21,0,0
2050-02-15,24,0,0
2050-02-16,24,0,0
2050-02-17,6,0,0
2050-02-18,25,0,0
2050-02-19,18,0,0
2050-02-20,4,0,0
2050-02-21,19,0,1
2050-02-22,14,0,0
2050-02-23,24,0,0
2050-02-24,24,0,0
2050-02-25,28,0,0
2050-02-26,10,0,0
2050-02-27,23,0,0
2050-02-28,19,0,0
2050-03-01,21,0,0
2050-03-02,19,0,0
2050-03-03,24,0,0
2050-03-04,17,0,0
2050-03-05,18,0,0
2050-03-06,19,0,0
2050-03-07,24,0,0
2050-03-08,3,0,0
2050-03-09,32,0,0
2050-03-10,32,0,0
2050-03-11,8,0,0
2050-03-12,25,0,1
2050-03-13,32,0,0
2050-03-14,11,0,0
2050-03-15,32,0,0
2050-03-16,32,0,0
2050-03-17,24,0,0
2050-03-18,18,0,0
2050-03-19,18,0,0
2050-03-20,29,0,1
2050-03-21,2,0,0
2050-03-22,6,0,0
2050-03-23,26,0,0
2050-03-24,26,0,0
2050-03-25,25,0,0
2050-03-26,8,0,0
2050-03-27,2,0,0
2050-03-28,2,0,0
2050-03-29,6,0,0
2050-03-30,3,0,0
2050-03-31,22,0,0
2050-04-01,28,0,0
2050-04-02,28,0,0
2050-04-03,35,1,1
2050-04-04,32,0,0
2050-04-05,16,0,0
