Date,Cluster,Extreme Day,Medoid
2050-01-01,21,0,0
2050-01-02,22,0,0
2050-01-03,0,0,0
2050-01-04,0,0,0
2050-01-05,0,0,0
2050-01-06,0,0,0
2050-01-07,16,0,0
2050-01-08,21,0,1
2050-01-09,0,0,1
2050-01-10,0,0,0
2050-01-11,7,0,1
2050-01-12,0,0,0
2050-01-13,7,0,0
2050-01-14,15,0,0
2050-01-15,7,0,0
2050-01-16,23,1,1
2050-01-17,2,0,0
2050-01-18,7,0,0
2050-01-19,0,0,0
2050-01-20,0,0,0
2050-01-21,7,0,0
2050-01-22,15,0,0
2050-01-23,24,1,1
2050-01-24,7,0,0
2050-01-25,7,0,0
2050-01-26,13,0,0
2050-01-27,15,0,0
2050-01-28,16,0,0
2050-01-29,4,0,0
2050-01-30,6,0,0
2050-01-31,7,0,0
2050-02-01,7,0,0
2050-02-02,6,0,0
2050-02-03,13,0,0
2050-02-04,13,0,0
2050-02-05,13,0,0
2050-02-06,13,0,0
2050-02-07,13,0,0
2050-02-08,0,0,0
2050-02-09,13,0,1
2050-02-10,7,0,0
2050-02-11,8,0,0
2050-02-12,13,0,0
2050-02-13,2,0,0
2050-02-14,17,0,0
2050-02-15,13,0,0
2050-02-16,13,0,0
2050-02-17,11,0,0
2050-02-18,4,0,0
2050-02-19,3,0,0
2050-02-20,17,0,0
2050-02-21,8,0,0
2050-02-22,6,0,1
2050-02-23,13,0,0
2050-02-24,13,0,0
2050-02-25,12,0,0
2050-02-26,6,0,0
2050-02-27,6,0,0
2050-02-28,8,0,1
2050-03-01,17,0,0
2050-03-02,7,0,0
2050-03-03,13,0,0
2050-03-04,22,0,0
2050-03-05,3,0,0
2050-03-06,11,0,0
2050-03-07,13,0,0
2050-03-08,8,0,0
2050-03-09,22,0,0
2050-03-10,22,0,0
2050-03-11,12,0,0
2050-03-12,4,0,1
2050-03-13,22,0,0
2050-03-14,22,0,0
2050-03-15,22,0,0
2050-03-16,22,0,0
2050-03-17,13,0,0
2050-03-18,3,0,0
2050-03-19,3,0,0
2050-03-20,12,0,0
2050-03-21,22,0,0
2050-03-22,11,0,0
2050-03-23,1,0,0
2050-03-24,6,0,0
2050-03-25,4,0,0
2050-03-26,12,0,0
2050-03-27,13,0,0
2050-03-28,13,0,0
2050-03-29,11,0,0
2050-03-30,1,0,0
2050-03-31,1,0,0
2050-04-01,16,0,0
2050-04-02,16,0,0
2050-04-03,25,1,1
2050-04-04,22,0,0
2050-04-05,11,0,0
2050-04-06,1,0,0
2050-04-07,22,0,0
2050-04-08,3,0,0
2050-04-09,12,0,0
2050-04-10,1,0,0
2050-04-11,17,0,0
2050-04-12,22,0,0
2050-04-13,10,0,0
2050-04-14,22,0,0
2050-04-15,4,0,0
2050-04-16,4,0,0
2050-04-17,22,0,0
2050-04-18,11,0,0
2050-04-19,12,0,0
2050-04-20,1,0,0
2050-04-21,12,0,0
2050-04-22,3,0,1
2050-04-23,3,0,0
2050-04-24,6,0,0
2050-04-25,1,0,0
2050-04-26,6,0,0
2050-04-27,6,0,0
2050-04-28,6,0,0
2050-04-29,4,0,0
2050-04-30,12,0,0
2050-05-01,11,0,0
2050-05-02,11,0,0
2050-05-03,11,0,0
2050-05-04,11,0,0
2050-05-05,1,0,0
2050-05-06,12,0,0
2050-05-07,3,0,0
2050-05-08,1,0,0
2050-05-09,1,0,0
2050-05-10,10,0,0
2050-05-11,1,0,0
2050-05-12,11,0,0
2050-05-13,12,0,0
2050-05-14,4,0,0
2050-05-15,11,0,0
2050-05-16,6,0,0
2050-05-17,10,0,0
2050-05-18,6,0,0
2050-05-19,10,0,0
2050-05-20,12,0,0
2050-05-21,1,0,0
2050-05-22,1,0,0
2050-05-23,8,0,0
2050-05-24,11,0,0
2050-05-25,11,0,0
2050-05-26,8,0,0
2050-05-27,3,0,0
2050-05-28,12,0,0
2050-05-29,1,0,0
2050-05-30,9,0,0
2050-05-31,20,0,1
2050-06-01,1,0,0
2050-06-02,10,0,0
2050-06-03,4,0,0
2050-06-04,12,0,0
2050-06-05,11,0,0
2050-06-06,1,0,0
2050-06-07,1,0,1
2050-06-08,6,0,0
2050-06-09,1,0,0
2050-06-10,12,0,0
2050-06-11,12,0,0
2050-06-12,7,0,0
2050-06-13,10,0,0
2050-06-14,1,0,0
2050-06-15,1,0,0
2050-06-16,8,0,0
2050-06-17,1,0,0
2050-06-18,12,0,0
2050-06-19,8,0,0
2050-06-20,8,0,0
2050-06-21,18,0,0
2050-06-22,26,1,1
2050-06-23,19,0,0
2050-06-24,20,0,0
2050-06-25,11,0,0
2050-06-26,20,0,0
2050-06-27,11,0,0
2050-06-28,1,0,0
2050-06-29,5,0,0
2050-06-30,18,0,0
2050-07-01,5,0,0
2050-07-02,14,0,0
