Date,Cluster,Extreme Day,Medoid
2050-01-01,7,0,0
2050-01-02,23,0,0
2050-01-03,2,0,0
2050-01-04,2,0,0
2050-01-05,2,0,0
2050-01-06,2,0,0
2050-01-07,17,0,0
2050-01-08,7,0,0
2050-01-09,2,0,0
2050-01-10,2,0,0
2050-01-11,15,0,0
2050-01-12,2,0,1
2050-01-13,24,0,0
2050-01-14,21,0,0
2050-01-15,24,0,0
2050-01-16,30,1,1
2050-01-17,24,0,0
2050-01-18,15,0,0
2050-01-19,2,0,0
2050-01-20,2,0,0
2050-01-21,24,0,0
2050-01-22,21,0,1
2050-01-23,31,1,1
2050-01-24,15,0,1
2050-01-25,15,0,0
2050-01-26,23,0,0
2050-01-27,22,0,0
2050-01-28,17,0,0
2050-01-29,18,0,0
2050-01-30,24,0,0
2050-01-31,15,0,0
2050-02-01,24,0,0
2050-02-02,24,0,0
2050-02-03,23,0,0
2050-02-04,18,0,0
2050-02-05,18,0,0
2050-02-06,23,0,0
2050-02-07,23,0,0
2050-02-08,23,0,0
2050-02-09,23,0,1
2050-02-10,15,0,0
2050-02-11,17,0,0
2050-02-12,18,0,0
2050-02-13,24,0,0
2050-02-14,2,0,0
2050-02-15,23,0,0
2050-02-16,23,0,0
2050-02-17,1,0,0
2050-02-18,17,0,0
2050-02-19,9,0,0
2050-02-20,5,0,0
2050-02-21,15,0,0
2050-02-22,8,0,0
2050-02-23,23,0,0
2050-02-24,23,0,0
2050-02-25,6,0,0
2050-02-26,8,0,0
2050-02-27,8,0,0
2050-02-28,14,0,0
2050-03-01,2,0,0
2050-03-02,15,0,0
2050-03-03,23,0,0
2050-03-04,18,0,0
2050-03-05,9,0,0
2050-03-06,1,0,0
2050-03-07,23,0,0
2050-03-08,14,0,0
2050-03-09,19,0,0
2050-03-10,19,0,0
2050-03-11,9,0,0
2050-03-12,9,0,0
2050-03-13,12,0,0
2050-03-14,12,0,1
2050-03-15,12,0,0
2050-03-16,12,0,0
2050-03-17,23,0,0
2050-03-18,9,0,0
2050-03-19,9,0,0
2050-03-20,25,0,0
2050-03-21,19,0,1
2050-03-22,1,0,0
2050-03-23,10,0,0
2050-03-24,8,0,0
2050-03-25,7,0,0
2050-03-26,9,0,0
2050-03-27,19,0,0
2050-03-28,23,0,0
2050-03-29,1,0,0
2050-03-30,10,0,0
2050-03-31,3,0,0
2050-04-01,6,0,0
2050-04-02,17,0,0
2050-04-03,32,1,1
2050-04-04,12,0,0
2050-04-05,1,0,0
2050-04-06,3,0,0
2050-04-07,19,0,0
2050-04-08,9,0,0
2050-04-09,9,0,0
2050-04-10,10,0,0
2050-04-11,12,0,0
2050-04-12,19,0,0
2050-04-13,3,0,1
2050-04-14,12,0,0
2050-04-15,7,0,0
2050-04-16,7,0,0
2050-04-17,19,0,0
2050-04-18,1,0,0
2050-04-19,25,0,0
2050-04-20,25,0,1
2050-04-21,25,0,0
2050-04-22,9,0,0
2050-04-23,9,0,0
2050-04-24,3,0,0
2050-04-25,10,0,0
2050-04-26,8,0,0
2050-04-27,8,0,0
2050-04-28,8,0,0
2050-04-29,9,0,0
2050-04-30,6,0,0
2050-05-01,1,0,0
2050-05-02,1,0,0
2050-05-03,1,0,0
2050-05-04,1,0,0
2050-05-05,25,0,0
2050-05-06,25,0,0
2050-05-07,9,0,0
2050-05-08,25,0,0
2050-05-09,25,0,0
2050-05-10,3,0,0
2050-05-11,25,0,0
2050-05-12,1,0,0
2050-05-13,9,0,0
2050-05-14,9,0,0
2050-05-15,15,0,0
2050-05-16,3,0,0
2050-05-17,5,0,0
2050-05-18,3,0,0
2050-05-19,15,0,0
2050-05-20,9,0,0
2050-05-21,0,0,0
2050-05-22,25,0,0
2050-05-23,25,0,0
2050-05-24,14,0,0
2050-05-25,1,0,0
2050-05-26,3,0,0
