Date,Cluster,Extreme Day,Medoid
2050-01-01,8,0,0
2050-01-02,8,0,0
2050-01-03,1,0,0
2050-01-04,1,0,0
2050-01-05,1,0,0
2050-01-06,1,0,0
2050-01-07,0,0,0
2050-01-08,8,0,0
2050-01-09,1,0,0
2050-01-10,1,0,0
2050-01-11,1,0,0
2050-01-12,1,0,0
2050-01-13,4,0,0
2050-01-14,4,0,0
2050-01-15,4,0,0
2050-01-16,9,1,1
2050-01-17,4,0,0
2050-01-18,1,0,0
2050-01-19,1,0,0
2050-01-20,1,0,0
2050-01-21,4,0,0
2050-01-22,4,0,0
2050-01-23,10,1,1
2050-01-24,1,0,0
2050-01-25,1,0,0
2050-01-26,1,0,0
2050-01-27,4,0,0
2050-01-28,0,0,0
2050-01-29,3,0,0
2050-01-30,4,0,0
2050-01-31,1,0,0
2050-02-01,4,0,0
2050-02-02,4,0,0
2050-02-03,1,0,0
2050-02-04,1,0,0
2050-02-05,1,0,0
2050-02-06,1,0,0
2050-02-07,1,0,0
2050-02-08,1,0,0
2050-02-09,1,0,0
2050-02-10,1,0,0
2050-02-11,0,0,0
2050-02-12,1,0,0
2050-02-13,4,0,0
2050-02-14,1,0,0
2050-02-15,1,0,0
2050-02-16,1,0,0
2050-02-17,3,0,0
2050-02-18,0,0,0
2050-02-19,3,0,0
2050-02-20,1,0,0
2050-02-21,3,0,0
2050-02-22,5,0,0
2050-02-23,1,0,0
2050-02-24,1,0,0
2050-02-25,0,0,0
2050-02-26,0,0,0
2050-02-27,5,0,0
2050-02-28,3,0,0
2050-03-01,1,0,0
2050-03-02,1,0,0
2050-03-03,1,0,0
2050-03-04,8,0,0
2050-03-05,3,0,0
2050-03-06,3,0,0
2050-03-07,1,0,0
2050-03-08,6,0,0
2050-03-09,8,0,0
2050-03-10,3,0,0
2050-03-11,3,0,0
2050-03-12,8,0,0
2050-03-13,8,0,0
2050-03-14,8,0,1
2050-03-15,8,0,0
2050-03-16,8,0,0
2050-03-17,1,0,0
2050-03-18,3,0,0
2050-03-19,3,0,0
2050-03-20,6,0,0
2050-03-21,3,0,0
2050-03-22,3,0,0
2050-03-23,5,0,0
2050-03-24,5,0,0
2050-03-25,8,0,0
2050-03-26,0,0,0
2050-03-27,3,0,0
2050-03-28,3,0,0
2050-03-29,3,0,0
2050-03-30,6,0,0
2050-03-31,6,0,0
2050-04-01,0,0,0
2050-04-02,0,0,0
2050-04-03,11,1,1
2050-04-04,8,0,0
2050-04-05,3,0,1
2050-04-06,6,0,0
2050-04-07,3,0,0
2050-04-08,3,0,0
2050-04-09,3,0,0
2050-04-10,6,0,0
2050-04-11,8,0,0
2050-04-12,8,0,0
2050-04-13,6,0,0
2050-04-14,8,0,0
