Date,Cluster,Extreme Day,Medoid
2050-01-01,1,0,0
2050-01-02,6,0,0
2050-01-03,6,0,0
2050-01-04,4,0,0
2050-01-05,6,0,0
2050-01-06,6,0,0
2050-01-07,4,0,0
2050-01-08,6,0,0
2050-01-09,6,0,0
2050-01-10,6,0,0
2050-01-11,4,0,1
2050-01-12,6,0,0
2050-01-13,4,0,0
2050-01-14,5,0,0
2050-01-15,4,0,0
2050-01-16,8,1,1
2050-01-17,3,0,0
2050-01-18,4,0,0
2050-01-19,4,0,0
2050-01-20,6,0,0
2050-01-21,4,0,0
2050-01-22,5,0,0
2050-01-23,9,1,1
2050-01-24,4,0,0
2050-01-25,4,0,0
2050-01-26,6,0,0
2050-01-27,5,0,0
2050-01-28,5,0,0
2050-01-29,1,0,0
2050-01-30,5,0,0
2050-01-31,3,0,0
2050-02-01,3,0,0
2050-02-02,5,0,0
2050-02-03,6,0,0
2050-02-04,6,0,0
2050-02-05,6,0,0
2050-02-06,6,0,0
2050-02-07,6,0,0
2050-02-08,6,0,0
2050-02-09,6,0,0
2050-02-10,4,0,0
2050-02-11,3,0,0
2050-02-12,6,0,0
2050-02-13,3,0,0
2050-02-14,6,0,0
2050-02-15,6,0,0
2050-02-16,6,0,0
2050-02-17,3,0,0
2050-02-18,1,0,0
2050-02-19,1,0,0
2050-02-20,4,0,0
2050-02-21,3,0,0
2050-02-22,5,0,1
2050-02-23,6,0,0
2050-02-24,6,0,0
2050-02-25,5,0,0
2050-02-26,5,0,0
2050-02-27,5,0,0
2050-02-28,3,0,0
2050-03-01,4,0,0
2050-03-02,3,0,1
2050-03-03,6,0,0
2050-03-04,6,0,0
2050-03-05,1,0,0
2050-03-06,3,0,0
2050-03-07,6,0,0
2050-03-08,2,0,0
2050-03-09,6,0,0
2050-03-10,6,0,0
2050-03-11,1,0,0
2050-03-12,1,0,1
2050-03-13,6,0,0
2050-03-14,6,0,0
2050-03-15,6,0,0
2050-03-16,6,0,0
2050-03-17,6,0,0
2050-03-18,1,0,0
2050-03-19,1,0,0
2050-03-20,2,0,1
2050-03-21,6,0,0
2050-03-22,2,0,0
2050-03-23,7,0,0
2050-03-24,7,0,0
2050-03-25,1,0,0
2050-03-26,1,0,0
2050-03-27,6,0,0
2050-03-28,6,0,0
2050-03-29,6,0,0
2050-03-30,7,0,0
2050-03-31,7,0,0
2050-04-01,5,0,0
2050-04-02,5,0,0
2050-04-03,10,1,1
2050-04-04,1,0,0
2050-04-05,6,0,0
2050-04-06,2,0,0
2050-04-07,6,0,0
2050-04-08,1,0,0
2050-04-09,1,0,0
2050-04-10,7,0,0
2050-04-11,1,0,0
2050-04-12,6,0,0
2050-04-13,2,0,0
2050-04-14,1,0,0
2050-04-15,1,0,0
2050-04-16,1,0,0
2050-04-17,6,0,0
2050-04-18,2,0,0
2050-04-19,2,0,0
2050-04-20,2,0,0
2050-04-21,2,0,0
2050-04-22,1,0,0
