Date,Cluster,Extreme Day,Medoid
2050-01-01,6,0,0
2050-01-02,0,0,0
2050-01-03,13,0,0
2050-01-04,13,0,0
2050-01-05,13,0,0
2050-01-06,13,0,0
2050-01-07,7,0,0
2050-01-08,0,0,0
2050-01-09,13,0,0
2050-01-10,13,0,0
2050-01-11,16,0,0
2050-01-12,13,0,1
2050-01-13,19,0,0
2050-01-14,18,0,0
2050-01-15,19,0,0
2050-01-16,22,1,1
2050-01-17,5,0,1
2050-01-18,5,0,0
2050-01-19,13,0,0
2050-01-20,13,0,0
2050-01-21,5,0,0
2050-01-22,18,0,1
2050-01-23,23,1,1
2050-01-24,21,0,0
2050-01-25,16,0,0
2050-01-26,0,0,0
2050-01-27,19,0,0
2050-01-28,7,0,0
2050-01-29,0,0,0
2050-01-30,19,0,0
2050-01-31,16,0,1
2050-02-01,19,0,0
2050-02-02,19,0,0
2050-02-03,0,0,0
2050-02-04,0,0,0
2050-02-05,0,0,0
2050-02-06,0,0,0
2050-02-07,0,0,0
2050-02-08,0,0,0
2050-02-09,0,0,0
2050-02-10,16,0,0
2050-02-11,9,0,0
2050-02-12,0,0,0
2050-02-13,5,0,0
2050-02-14,13,0,0
2050-02-15,10,0,0
2050-02-16,0,0,0
2050-02-17,10,0,0
2050-02-18,7,0,0
2050-02-19,11,0,0
2050-02-20,16,0,0
2050-02-21,5,0,0
2050-02-22,8,0,0
2050-02-23,0,0,0
2050-02-24,0,0,0
2050-02-25,1,0,0
2050-02-26,7,0,0
2050-02-27,18,0,0
2050-02-28,16,0,0
2050-03-01,13,0,0
2050-03-02,16,0,0
2050-03-03,0,0,0
2050-03-04,0,0,0
2050-03-05,11,0,0
2050-03-06,5,0,0
2050-03-07,0,0,0
2050-03-08,1,0,0
2050-03-09,0,0,0
2050-03-10,0,0,0
2050-03-11,9,0,0
2050-03-12,6,0,0
2050-03-13,0,0,0
2050-03-14,6,0,0
2050-03-15,0,0,0
2050-03-16,0,0,0
2050-03-17,0,0,0
2050-03-18,11,0,0
2050-03-19,11,0,0
2050-03-20,4,0,1
2050-03-21,0,0,0
2050-03-22,10,0,0
2050-03-23,17,0,0
2050-03-24,8,0,0
2050-03-25,6,0,0
2050-03-26,9,0,0
2050-03-27,10,0,0
2050-03-28,10,0,0
2050-03-29,10,0,0
2050-03-30,17,0,0
2050-03-31,8,0,0
2050-04-01,7,0,0
2050-04-02,7,0,0
2050-04-03,24,1,1
2050-04-04,6,0,0
2050-04-05,10,0,0
2050-04-06,4,0,0
2050-04-07,11,0,0
2050-04-08,11,0,0
2050-04-09,9,0,0
2050-04-10,17,0,0
2050-04-11,6,0,0
2050-04-12,0,0,0
2050-04-13,1,0,0
2050-04-14,6,0,0
2050-04-15,6,0,0
2050-04-16,6,0,0
2050-04-17,0,0,0
2050-04-18,10,0,0
2050-04-19,4,0,0
2050-04-20,4,0,0
2050-04-21,4,0,0
2050-04-22,11,0,1
2050-04-23,11,0,0
2050-04-24,1,0,0
2050-04-25,17,0,0
