Date,Cluster,Extreme Day,Medoid
2050-01-01,26,0,0
2050-01-02,8,0,0
2050-01-03,3,0,0
2050-01-04,3,0,0
2050-01-05,3,0,0
2050-01-06,3,0,0
2050-01-07,29,0,0
2050-01-08,8,0,0
2050-01-09,3,0,0
2050-01-10,3,0,0
2050-01-11,4,0,0
2050-01-12,3,0,1
2050-01-13,23,0,0
2050-01-14,7,0,0
2050-01-15,23,0,0
2050-01-16,32,1,1
2050-01-17,20,0,0
2050-01-18,20,0,0
2050-01-19,3,0,0
2050-01-20,3,0,0
2050-01-21,20,0,0
2050-01-22,7,0,0
2050-01-23,33,1,1
2050-01-24,20,0,0
2050-01-25,30,0,0
2050-01-26,19,0,0
2050-01-27,7,0,0
2050-01-28,29,0,0
2050-01-29,6,0,0
2050-01-30,14,0,0
2050-01-31,4,0,0
2050-02-01,23,0,0
2050-02-02,7,0,0
2050-02-03,19,0,0
2050-02-04,19,0,0
2050-02-05,19,0,0
2050-02-06,19,0,1
2050-02-07,19,0,0
2050-02-08,19,0,0
2050-02-09,19,0,0
2050-02-10,20,0,0
2050-02-11,13,0,0
2050-02-12,19,0,0
2050-02-13,23,0,0
2050-02-14,3,0,0
2050-02-15,21,0,0
2050-02-16,19,0,0
2050-02-17,30,0,1
2050-02-18,6,0,0
2050-02-19,24,0,0
2050-02-20,4,0,0
2050-02-21,20,0,0
2050-02-22,14,0,0
2050-02-23,19,0,0
2050-02-24,21,0,0
2050-02-25,14,0,0
2050-02-26,15,0,0
2050-02-27,7,0,0
2050-02-28,1,0,0
2050-03-01,3,0,0
2050-03-02,4,0,1
2050-03-03,19,0,0
2050-03-04,8,0,0
2050-03-05,24,0,0
2050-03-06,1,0,0
2050-03-07,19,0,0
2050-03-08,11,0,0
2050-03-09,8,0,0
2050-03-10,21,0,0
2050-03-11,13,0,0
2050-03-12,6,0,1
2050-03-13,8,0,0
2050-03-14,8,0,0
2050-03-15,8,0,0
2050-03-16,8,0,1
2050-03-17,21,0,0
2050-03-18,24,0,0
2050-03-19,24,0,0
2050-03-20,11,0,0
2050-03-21,8,0,0
