Date,Cluster,Extreme Day,Medoid
2050-01-01,23,0,0
2050-01-02,4,0,0
2050-01-03,13,0,0
2050-01-04,13,0,0
2050-01-05,26,0,0
2050-01-06,26,0,0
2050-01-07,14,0,1
2050-01-08,23,0,0
2050-01-09,26,0,0
2050-01-10,26,0,0
2050-01-11,11,0,0
2050-01-12,26,0,1
2050-01-13,21,0,0
2050-01-14,12,0,0
2050-01-15,21,0,0
2050-01-16,31,1,1
2050-01-17,21,0,0
2050-01-18,11,0,0
2050-01-19,13,0,1
2050-01-20,26,0,0
2050-01-21,21,0,0
2050-01-22,12,0,0
2050-01-23,32,1,1
2050-01-24,11,0,1
2050-01-25,11,0,0
2050-01-26,4,0,0
2050-01-27,12,0,0
2050-01-28,22,0,0
2050-01-29,10,0,1
2050-01-30,21,0,0
2050-01-31,11,0,0
2050-02-01,21,0,0
2050-02-02,21,0,0
2050-02-03,4,0,0
2050-02-04,10,0,0
2050-02-05,10,0,0
2050-02-06,4,0,0
2050-02-07,4,0,0
2050-02-08,4,0,0
2050-02-09,4,0,1
2050-02-10,11,0,0
2050-02-11,14,0,0
2050-02-12,4,0,0
2050-02-13,21,0,0
2050-02-14,26,0,0
2050-02-15,4,0,0
2050-02-16,4,0,0
2050-02-17,18,0,0
2050-02-18,10,0,0
2050-02-19,10,0,0
2050-02-20,8,0,0
2050-02-21,11,0,0
2050-02-22,0,0,0
2050-02-23,4,0,0
2050-02-24,4,0,0
2050-02-25,14,0,0
2050-02-26,22,0,0
2050-02-27,12,0,0
2050-02-28,11,0,0
2050-03-01,26,0,0
2050-03-02,11,0,0
2050-03-03,4,0,0
2050-03-04,10,0,0
2050-03-05,29,0,0
2050-03-06,1,0,0
2050-03-07,4,0,0
2050-03-08,24,0,0
2050-03-09,4,0,0
2050-03-10,18,0,0
2050-03-11,6,0,0
2050-03-12,10,0,0
2050-03-13,2,0,0
2050-03-14,2,0,1
2050-03-15,2,0,0
2050-03-16,2,0,0
2050-03-17,4,0,0
2050-03-18,29,0,0
2050-03-19,29,0,0
2050-03-20,28,0,0
2050-03-21,4,0,0
2050-03-22,18,0,0
2050-03-23,9,0,0
2050-03-24,9,0,0
2050-03-25,23,0,0
2050-03-26,6,0,0
2050-03-27,25,0,1
2050-03-28,25,0,0
2050-03-29,18,0,0
2050-03-30,24,0,0
