Date,Cluster,Extreme Day,Medoid
2050-01-01,13,0,0
2050-01-02,13,0,0
2050-01-03,11,0,0
2050-01-04,11,0,0
2050-01-05,11,0,0
2050-01-06,11,0,0
2050-01-07,2,0,0
2050-01-08,13,0,0
2050-01-09,11,0,0
2050-01-10,11,0,1
2050-01-11,0,0,0
2050-01-12,11,0,0
2050-01-13,15,0,0
2050-01-14,7,0,0
2050-01-15,15,0,0
2050-01-16,18,1,1
2050-01-17,15,0,0
2050-01-18,0,0,0
2050-01-19,11,0,0
2050-01-20,11,0,0
2050-01-21,15,0,0
2050-01-22,7,0,0
2050-01-23,19,1,1
2050-01-24,0,0,0
2050-01-25,0,0,1
2050-01-26,11,0,0
2050-01-27,15,0,0
2050-01-28,2,0,0
2050-01-29,9,0,0
2050-01-30,15,0,0
2050-01-31,0,0,0
2050-02-01,15,0,0
2050-02-02,15,0,0
2050-02-03,6,0,0
2050-02-04,6,0,0
2050-02-05,6,0,0
2050-02-06,0,0,0
2050-02-07,0,0,0
2050-02-08,11,0,0
2050-02-09,6,0,0
2050-02-10,0,0,0
2050-02-11,17,0,0
2050-02-12,0,0,0
2050-02-13,15,0,0
2050-02-14,11,0,0
2050-02-15,6,0,0
2050-02-16,6,0,0
2050-02-17,4,0,0
2050-02-18,9,0,0
2050-02-19,10,0,0
2050-02-20,16,0,0
2050-02-21,4,0,0
2050-02-22,15,0,0
2050-02-23,6,0,1
2050-02-24,6,0,0
2050-02-25,17,0,0
2050-02-26,2,0,0
2050-02-27,7,0,0
2050-02-28,8,0,0
2050-03-01,11,0,0
2050-03-02,0,0,0
2050-03-03,11,0,0
2050-03-04,6,0,0
2050-03-05,10,0,0
2050-03-06,4,0,0
2050-03-07,6,0,0
2050-03-08,8,0,0
2050-03-09,6,0,0
2050-03-10,6,0,0
2050-03-11,9,0,0
2050-03-12,9,0,0
2050-03-13,13,0,0
2050-03-14,13,0,1
2050-03-15,13,0,0
2050-03-16,13,0,0
2050-03-17,6,0,0
2050-03-18,9,0,0
2050-03-19,10,0,0
2050-03-20,8,0,0
2050-03-21,6,0,0
2050-03-22,4,0,0
2050-03-23,1,0,0
2050-03-24,1,0,0
2050-03-25,9,0,0
2050-03-26,9,0,0
2050-03-27,6,0,0
2050-03-28,6,0,0
2050-03-29,4,0,0
2050-03-30,1,0,0
2050-03-31,8,0,0
2050-04-01,2,0,0
2050-04-02,2,0,0
2050-04-03,20,1,1
2050-04-04,13,0,0
2050-04-05,4,0,0
2050-04-06,8,0,0
2050-04-07,6,0,0
2050-04-08,10,0,0
2050-04-09,9,0,0
2050-04-10,1,0,0
2050-04-11,13,0,0
2050-04-12,13,0,0
2050-04-13,8,0,0
2050-04-14,13,0,0
2050-04-15,13,0,0
2050-04-16,13,0,0
2050-04-17,6,0,0
2050-04-18,4,0,0
2050-04-19,17,0,0
2050-04-20,8,0,0
2050-04-21,17,0,0
2050-04-22,10,0,1
2050-04-23,10,0,0
2050-04-24,1,0,0
2050-04-25,1,0,0
2050-04-26,2,0,0
2050-04-27,1,0,0
2050-04-28,7,0,0
2050-04-29,9,0,0
2050-04-30,17,0,0
2050-05-01,4,0,0
2050-05-02,4,0,0
2050-05-03,4,0,0
2050-05-04,4,0,0
2050-05-05,8,0,0
2050-05-06,17,0,0
2050-05-07,10,0,0
2050-05-08,8,0,0
2050-05-09,8,0,0
2050-05-10,8,0,0
2050-05-11,8,0,0
2050-05-12,4,0,0
2050-05-13,10,0,0
2050-05-14,9,0,0
2050-05-15,4,0,0
2050-05-16,1,0,0
2050-05-17,16,0,0
2050-05-18,16,0,0
2050-05-19,16,0,0
2050-05-20,9,0,0
2050-05-21,1,0,0
2050-05-22,1,0,0
2050-05-23,8,0,0
2050-05-24,4,0,0
2050-05-25,4,0,0
2050-05-26,8,0,1
2050-05-27,10,0,0
2050-05-28,17,0,0
2050-05-29,1,0,0
2050-05-30,14,0,0
2050-05-31,8,0,0
2050-06-01,1,0,0
2050-06-02,16,0,0
2050-06-03,13,0,0
2050-06-04,9,0,0
2050-06-05,4,0,0
2050-06-06,1,0,0
2050-06-07,1,0,0
2050-06-08,7,0,0
2050-06-09,1,0,0
2050-06-10,17,0,1
2050-06-11,17,0,0
2050-06-12,16,0,0
2050-06-13,8,0,0
2050-06-14,1,0,0
2050-06-15,1,0,0
2050-06-16,8,0,0
2050-06-17,17,0,0
2050-06-18,17,0,0
2050-06-19,16,0,0
2050-06-20,4,0,0
2050-06-21,3,0,0
2050-06-22,21,1,1
2050-06-23,12,0,0
2050-06-24,3,0,0
2050-06-25,4,0,0
2050-06-26,3,0,0
2050-06-27,4,0,0
2050-06-28,1,0,0
2050-06-29,5,0,0
2050-06-30,3,0,0
2050-07-01,3,0,0
2050-07-02,5,0,0
2050-07-03,3,0,0
2050-07-04,3,0,0
2050-07-05,3,0,0
2050-07-06,3,0,0
2050-07-07,12,0,0
2050-07-08,3,0,0
2050-07-09,5,0,0
2050-07-10,3,0,0
2050-07-11,5,0,0
2050-07-12,5,0,0
2050-07-13,12,0,0
2050-07-14,3,0,0
2050-07-15,5,0,0
2050-07-16,5,0,0
2050-07-17,14,0,0
2050-07-18,22,1,1
2050-07-19,3,0,0
2050-07-20,3,0,0
2050-07-21,5,0,0
2050-07-22,16,0,0
2050-07-23,8,0,0
2050-07-24,5,0,0
2050-07-25,12,0,0
2050-07-26,5,0,1
2050-07-27,14,0,1
2050-07-28,14,0,0
2050-07-29,1,0,0
2050-07-30,1,0,0
2050-07-31,5,0,0
2050-08-01,5,0,0
2050-08-02,3,0,0
2050-08-03,12,0,0
2050-08-04,12,0,0
2050-08-05,3,0,0
2050-08-06,14,0,0
2050-08-07,3,0,0
2050-08-08,5,0,0
2050-08-09,14,0,0
2050-08-10,12,0,1
2050-08-11,12,0,0
2050-08-12,3,0,0
2050-08-13,5,0,0
