Date,Cluster,Extreme Day,Medoid
2050-01-01,10,0,0
2050-01-02,10,0,0
2050-01-03,0,0,0
2050-01-04,0,0,0
2050-01-05,0,0,0
2050-01-06,0,0,0
2050-01-07,3,0,0
2050-01-08,10,0,0
2050-01-09,0,0,0
2050-01-10,0,0,0
2050-01-11,0,0,0
2050-01-12,0,0,0
2050-01-13,8,0,0
2050-01-14,8,0,0
2050-01-15,8,0,0
2050-01-16,12,1,1
2050-01-17,8,0,0
2050-01-18,0,0,0
2050-01-19,0,0,0
2050-01-20,0,0,0
2050-01-21,8,0,0
2050-01-22,8,0,0
2050-01-23,13,1,1
2050-01-24,0,0,0
2050-01-25,0,0,0
2050-01-26,0,0,0
2050-01-27,8,0,0
2050-01-28,11,0,0
2050-01-29,10,0,0
2050-01-30,8,0,0
2050-01-31,0,0,0
2050-02-01,8,0,0
2050-02-02,8,0,0
2050-02-03,0,0,0
2050-02-04,10,0,0
2050-02-05,10,0,0
2050-02-06,0,0,0
2050-02-07,0,0,0
2050-02-08,0,0,0
2050-02-09,0,0,0
2050-02-10,0,0,0
2050-02-11,3,0,0
2050-02-12,0,0,0
2050-02-13,8,0,0
2050-02-14,0,0,0
2050-02-15,9,0,0
2050-02-16,0,0,0
2050-02-17,9,0,0
2050-02-18,3,0,0
2050-02-19,9,0,0
2050-02-20,11,0,0
2050-02-21,7,0,0
2050-02-22,6,0,0
2050-02-23,10,0,0
2050-02-24,9,0,0
2050-02-25,7,0,0
2050-02-26,6,0,0
2050-02-27,6,0,0
2050-02-28,7,0,0
2050-03-01,0,0,0
2050-03-02,0,0,0
2050-03-03,0,0,0
2050-03-04,10,0,0
2050-03-05,5,0,0
2050-03-06,7,0,0
2050-03-07,0,0,0
2050-03-08,7,0,1
2050-03-09,10,0,0
2050-03-10,9,0,0
2050-03-11,3,0,0
2050-03-12,3,0,0
2050-03-13,10,0,0
2050-03-14,10,0,0
2050-03-15,10,0,0
2050-03-16,10,0,1
2050-03-17,10,0,0
2050-03-18,3,0,0
2050-03-19,5,0,0
2050-03-20,7,0,0
2050-03-21,10,0,0
2050-03-22,9,0,0
2050-03-23,6,0,0
2050-03-24,6,0,0
2050-03-25,3,0,0
2050-03-26,3,0,0
2050-03-27,5,0,0
2050-03-28,5,0,0
2050-03-29,9,0,0
2050-03-30,7,0,0
2050-03-31,11,0,0
2050-04-01,3,0,0
2050-04-02,3,0,0
2050-04-03,14,1,1
2050-04-04,10,0,0
2050-04-05,9,0,0
2050-04-06,7,0,0
2050-04-07,9,0,0
2050-04-08,5,0,0
2050-04-09,3,0,0
2050-04-10,1,0,0
2050-04-11,10,0,0
2050-04-12,10,0,0
2050-04-13,11,0,0
2050-04-14,10,0,0
2050-04-15,10,0,0
2050-04-16,10,0,0
2050-04-17,10,0,0
2050-04-18,9,0,0
2050-04-19,7,0,0
2050-04-20,7,0,0
2050-04-21,7,0,0
2050-04-22,5,0,0
2050-04-23,3,0,0
2050-04-24,6,0,0
2050-04-25,7,0,0
2050-04-26,11,0,0
2050-04-27,6,0,0
2050-04-28,6,0,0
2050-04-29,3,0,0
2050-04-30,3,0,0
2050-05-01,9,0,0
2050-05-02,5,0,0
2050-05-03,5,0,1
2050-05-04,9,0,0
2050-05-05,7,0,0
2050-05-06,3,0,0
2050-05-07,5,0,0
2050-05-08,7,0,0
2050-05-09,7,0,0
2050-05-10,11,0,0
2050-05-11,7,0,0
2050-05-12,5,0,0
2050-05-13,5,0,0
2050-05-14,3,0,0
2050-05-15,9,0,0
2050-05-16,6,0,0
2050-05-17,11,0,0
2050-05-18,11,0,0
2050-05-19,11,0,0
2050-05-20,3,0,0
2050-05-21,1,0,0
2050-05-22,7,0,0
2050-05-23,7,0,0
2050-05-24,7,0,0
2050-05-25,5,0,0
2050-05-26,7,0,0
2050-05-27,9,0,0
2050-05-28,7,0,0
2050-05-29,7,0,0
2050-05-30,4,0,0
2050-05-31,7,0,0
2050-06-01,6,0,0
2050-06-02,11,0,0
2050-06-03,3,0,0
2050-06-04,3,0,0
2050-06-05,5,0,0
2050-06-06,7,0,0
2050-06-07,7,0,0
2050-06-08,6,0,0
2050-06-09,6,0,0
2050-06-10,3,0,0
2050-06-11,3,0,0
2050-06-12,11,0,0
2050-06-13,6,0,0
2050-06-14,1,0,0
2050-06-15,7,0,0
2050-06-16,7,0,0
2050-06-17,1,0,0
2050-06-18,3,0,0
2050-06-19,11,0,0
2050-06-20,7,0,0
2050-06-21,2,0,0
2050-06-22,15,1,1
2050-06-23,2,0,0
2050-06-24,7,0,0
2050-06-25,5,0,0
2050-06-26,7,0,0
2050-06-27,9,0,0
2050-06-28,7,0,0
2050-06-29,4,0,0
2050-06-30,2,0,0
2050-07-01,2,0,0
2050-07-02,4,0,0
2050-07-03,2,0,0
2050-07-04,4,0,0
2050-07-05,4,0,0
2050-07-06,2,0,1
2050-07-07,2,0,0
2050-07-08,2,0,0
2050-07-09,4,0,0
2050-07-10,2,0,0
2050-07-11,4,0,0
2050-07-12,2,0,0
2050-07-13,2,0,0
2050-07-14,2,0,0
2050-07-15,4,0,0
2050-07-16,4,0,0
2050-07-17,2,0,0
2050-07-18,16,1,1
2050-07-19,2,0,0
2050-07-20,2,0,0
2050-07-21,4,0,0
2050-07-22,11,0,0
2050-07-23,7,0,0
2050-07-24,4,0,0
2050-07-25,4,0,0
2050-07-26,4,0,1
2050-07-27,4,0,0
2050-07-28,4,0,0
2050-07-29,1,0,0
2050-07-30,1,0,1
2050-07-31,4,0,0
2050-08-01,4,0,0
2050-08-02,2,0,0
2050-08-03,2,0,0
2050-08-04,4,0,0
2050-08-05,2,0,0
2050-08-06,4,0,0
2050-08-07,2,0,0
2050-08-08,4,0,0
2050-08-09,4,0,0
2050-08-10,4,0,0
2050-08-11,4,0,0
2050-08-12,2,0,0
2050-08-13,4,0,0
2050-08-14,2,0,0
2050-08-15,2,0,0
2050-08-16,2,0,0
2050-08-17,2,0,0
2050-08-18,4,0,0
2050-08-19,6,0,0
2050-08-20,6,0,0
2050-08-21,4,0,0
2050-08-22,8,0,0
2050-08-23,0,0,0
2050-08-24,2,0,0
2050-08-25,2,0,0
2050-08-26,1,0,0
2050-08-27,1,0,0
2050-08-28,4,0,0
2050-08-29,4,0,0
2050-08-30,11,0,0
2050-08-31,5,0,0
2050-09-01,4,0,0
2050-09-02,9,0,0
2050-09-03,3,0,0
2050-09-04,1,0,0
2050-09-05,0,0,0
2050-09-06,2,0,0
2050-09-07,0,0,0
2050-09-08,4,0,0
2050-09-09,6,0,0
2050-09-10,11,0,0
2050-09-11,9,0,0
2050-09-12,6,0,0
2050-09-13,9,0,0
2050-09-14,0,0,0
2050-09-15,1,0,0
2050-09-16,1,0,0
2050-09-17,1,0,0
2050-09-18,7,0,0
2050-09-19,6,0,0
2050-09-20,6,0,0
2050-09-21,9,0,0
2050-09-22,9,0,0
2050-09-23,3,0,0
2050-09-24,3,0,0
2050-09-25,9,0,0
2050-09-26,11,0,1
2050-09-27,9,0,0
2050-09-28,9,0,0
2050-09-29,6,0,0
2050-09-30,3,0,0
2050-10-01,17,1,1
2050-10-02,11,0,0
2050-10-03,6,0,0
2050-10-04,6,0,0
2050-10-05,6,0,0
2050-10-06,6,0,0
2050-10-07,11,0,0
2050-10-08,3,0,0
2050-10-09,6,0,0
2050-10-10,10,0,0
2050-10-11,10,0,0
2050-10-12,9,0,0
2050-10-13,9,0,0
2050-10-14,3,0,0
2050-10-15,3,0,0
2050-10-16,6,0,1
2050-10-17,6,0,0
2050-10-18,10,0,0
2050-10-19,10,0,0
2050-10-20,9,0,1
2050-10-21,3,0,0
2050-10-22,10,0,0
2050-10-23,6,0,0
2050-10-24,11,0,0
2050-10-25,11,0,0
2050-10-26,10,0,0
2050-10-27,10,0,0
2050-10-28,3,0,1
2050-10-29,3,0,0
2050-10-30,10,0,0
2050-10-31,10,0,0
2050-11-01,11,0,0
2050-11-02,10,0,0
2050-11-03,11,0,0
2050-11-04,3,0,0
2050-11-05,10,0,0
2050-11-06,0,0,0
2050-11-07,6,0,0
2050-11-08,8,0,0
2050-11-09,0,0,0
2050-11-10,9,0,0
2050-11-11,3,0,0
2050-11-12,3,0,0
2050-11-13,10,0,0
2050-11-14,10,0,0
2050-11-15,10,0,0
2050-11-16,0,0,0
2050-11-17,8,0,0
2050-11-18,3,0,0
2050-11-19,8,0,0
2050-11-20,8,0,0
2050-11-21,10,0,0
2050-11-22,10,0,0
2050-11-23,3,0,0
2050-11-24,10,0,0
2050-11-25,11,0,0
2050-11-26,10,0,0
2050-11-27,8,0,0
2050-11-28,0,0,0
2050-11-29,0,0,1
2050-11-30,0,0,0
2050-12-01,8,0,0
2050-12-02,0,0,0
2050-12-03,10,0,0
2050-12-04,11,0,0
2050-12-05,0,0,0
2050-12-06,11,0,0
2050-12-07,0,0,0
2050-12-08,8,0,0
2050-12-09,8,0,0
2050-12-10,11,0,0
2050-12-11,0,0,0
2050-12-12,8,0,0
2050-12-13,0,0,0
2050-12-14,8,0,0
2050-12-15,0,0,0
2050-12-16,10,0,0
2050-12-17,8,0,0
2050-12-18,8,0,0
2050-12-19,8,0,0
2050-12-20,8,0,0
2050-12-21,8,0,0
2050-12-22,0,0,0
2050-12-23,10,0,0
2050-12-24,0,0,0
2050-12-25,8,0,0
2050-12-26,8,0,0
2050-12-27,18,1,1
2050-12-28,0,0,0
2050-12-29,8,0,1
2050-12-30,8,0,0
2050-12-31,19,1,1
