Date,Cluster,Extreme Day,Medoid
2050-01-01,7,0,0
2050-01-02,10,0,0
2050-01-03,5,0,0
2050-01-04,5,0,0
2050-01-05,5,0,0
2050-01-06,5,0,0
2050-01-07,22,0,0
2050-01-08,19,0,0
2050-01-09,5,0,0
2050-01-10,5,0,0
2050-01-11,5,0,0
2050-01-12,5,0,0
2050-01-13,18,0,0
2050-01-14,20,0,1
2050-01-15,18,0,0
2050-01-16,24,1,1
2050-01-17,18,0,0
2050-01-18,18,0,0
2050-01-19,5,0,0
2050-01-20,5,0,0
2050-01-21,18,0,0
2050-01-22,20,0,0
2050-01-23,25,1,1
2050-01-24,1,0,0
2050-01-25,5,0,0
2050-01-26,10,0,0
2050-01-27,8,0,0
2050-01-28,22,0,0
2050-01-29,13,0,0
2050-01-30,8,0,0
2050-01-31,5,0,0
2050-02-01,18,0,0
2050-02-02,8,0,1
2050-02-03,10,0,0
2050-02-04,10,0,0
2050-02-05,19,0,0
2050-02-06,10,0,0
2050-02-07,10,0,0
2050-02-08,10,0,0
2050-02-09,10,0,1
2050-02-10,1,0,0
2050-02-11,14,0,0
2050-02-12,10,0,0
2050-02-13,18,0,0
2050-02-14,5,0,0
2050-02-15,10,0,0
2050-02-16,10,0,0
2050-02-17,1,0,0
2050-02-18,13,0,0
2050-02-19,9,0,0
2050-02-20,18,0,0
2050-02-21,3,0,0
2050-02-22,8,0,0
2050-02-23,10,0,0
2050-02-24,10,0,0
2050-02-25,14,0,0
2050-02-26,20,0,0
2050-02-27,16,0,0
2050-02-28,3,0,0
2050-03-01,5,0,0
2050-03-02,18,0,0
2050-03-03,10,0,0
2050-03-04,19,0,0
2050-03-05,9,0,0
2050-03-06,3,0,0
2050-03-07,10,0,0
2050-03-08,3,0,0
2050-03-09,10,0,0
2050-03-10,10,0,0
2050-03-11,14,0,0
2050-03-12,13,0,1
2050-03-13,7,0,0
2050-03-14,7,0,1
2050-03-15,7,0,0
2050-03-16,7,0,0
2050-03-17,10,0,0
2050-03-18,9,0,0
2050-03-19,9,0,0
2050-03-20,4,0,0
2050-03-21,10,0,0
2050-03-22,3,0,0
2050-03-23,17,0,0
2050-03-24,16,0,1
2050-03-25,13,0,0
2050-03-26,14,0,0
2050-03-27,10,0,0
2050-03-28,10,0,0
2050-03-29,10,0,0
2050-03-30,17,0,0
2050-03-31,12,0,0
2050-04-01,22,0,0
2050-04-02,22,0,0
2050-04-03,26,1,1
2050-04-04,7,0,0
2050-04-05,1,0,0
2050-04-06,4,0,0
2050-04-07,10,0,0
2050-04-08,9,0,0
2050-04-09,14,0,0
2050-04-10,17,0,0
2050-04-11,7,0,0
2050-04-12,7,0,0
2050-04-13,12,0,0
2050-04-14,7,0,0
2050-04-15,13,0,0
2050-04-16,13,0,0
