,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
86,57240.14036,54511.93005,18520.65151,64183.52122,34424.62499,83404.67665,51605.56228,75999.54263,14729.2229,68255.27706,61292.11809,333189.7087,72192.95701,13049.20983,96213.03257,98607.45971,29238.98704,20609.93775
87,68845.80645,65482.62177,20739.26021,76697.88764,40978.46052,67039.70376,40691.67553,57767.63605,13433.72671,60074.08753,54061.23283,287043.9713,63580.55753,12336.28328,91235.77505,89413.90301,22578.02284,16222.93049
88,79091.09595,75167.36644,22697.81117,87745.36273,46764.07781,59644.18254,35759.56342,49528.42583,13883.24991,62912.87204,56570.27201,303056.0443,66568.96724,12752.60866,94142.32782,85422.51637,24309.83503,17363.52702
89,72094.01141,68553.1095,21360.20654,80200.42053,42812.7543,61748.91771,37163.2224,51873.27145,14340.73036,65801.90733,59123.72497,319351.5553,69610.27632,14067.20363,103320.1004,85773.18885,23206.39429,16636.78501
90,82961.65848,78716.62936,21380.76853,91250.83588,48379.67487,56437.91916,33986.51278,47494.57294,14097.31089,69767.19005,62413.92599,353229.16,73708.97786,13682.70292,100431.3022,78815.43219,32530.43652,22552.28085
91,84468.62457,80141.14566,21668.8492,92875.79439,49230.67367,56058.45347,33733.4451,47071.81739,14472.89695,72139.05401,64510.28082,366607.5827,76205.85681,11824.48215,87458.23593,75082.04198,34921.3675,24126.98254
92,74570.3545,70784.43414,19776.63656,82202.50967,43641.02173,55444.92576,33324.28024,46388.29779,15376.59694,77846.01082,69554.33336,398797.4897,82213.61298,13473.65056,98971.81459,77906.52621,28785.66387,20085.91948
93,69269.68238,65773.77475,18763.3283,76486.80557,40647.67925,61313.06166,37237.77102,52925.87693,14700.42682,73575.92813,65780.25163,374712.2251,77718.46496,14089.57218,103271.8375,75673.84292,35224.6348,24326.71876
94,64907.64958,61650.39943,17929.45596,71783.23437,38184.39577,64874.77742,39613.09806,56893.91706,14170.71431,70230.74005,62823.63131,355843.7989,74196.96041,16696.78197,121473.9294,112447.7758,33673.99175,23305.44285
95,64914.21136,61656.6022,17930.71035,71790.30992,38188.10127,65323.57948,39912.40652,57393.91894,13958.00765,68887.47599,61636.39707,348267.161,72782.89628,17193.55623,124942.1317,98739.27021,37771.51462,26004.13061
96,56508.83543,53711.10494,16323.8883,62726.80995,33441.50155,69015.0855,42374.29136,61506.55593,14508.82563,72365.94723,64710.81875,367887.3666,76444.709,12460.91856,91901.48175,73718.33082,41299.81933,28327.92307
97,63673.15181,60483.44405,17693.46197,70452.0779,37487.26255,56656.32052,34132.1658,47737.88976,14054.78137,69498.61182,62176.54506,351714.253,73426.24354,10973.24256,81515.35349,70679.88949,46285.43333,31611.52048
98,70789.55038,67210.48706,19053.87538,78125.67618,41505.96388,53190.80144,31820.99284,43877.02054,13783.6185,67786.19086,60663.03417,342055.3975,71623.56518,15349.85825,112070.4555,87595.3885,45137.0142,30855.15505
99,66166.67836,62840.54367,18170.13945,73140.84257,38895.3819,48015.13751,28369.31526,38110.9113,12921.75379,62343.42799,55852.48753,311355.6679,65893.92794,16755.64774,121884.8976,95516.53097,34595.94866,23912.65699
100,65304.16386,62025.21945,18005.25601,72210.79492,38408.31134,53322.97673,31909.14124,44024.27453,13615.25617,66722.96569,59723.31028,336058.31,70504.30008,16025.57468,116787.9326,94103.06176,26757.94129,18750.4321
101,71596.12508,67972.93209,19208.06504,78995.40406,41961.44467,50238.57417,29852.1369,40588.00001,15337.42229,77598.61897,69335.67785,397402.0839,81953.18172,16694.98114,121461.3571,89462.45222,16513.05179,12002.99986
102,60965.37976,57923.82083,17175.82803,67532.29274,35958.15664,44885.86393,26282.3862,34624.64683,15048.90566,75776.60727,67725.30598,387125.0853,80035.13636,16121.99697,117461.0996,85532.1695,17720.23626,12798.06899
103,58744.91667,55824.8447,16751.351,65137.97185,34704.23896,42961.85753,24999.25618,32481.14771,13985.79175,69062.93536,61791.47557,349256.8339,72967.60367,14121.1591,103492.3599,81187.31165,24606.60193,17333.52891
104,56092.97176,53317.99419,16244.38931,62278.38499,33206.65919,45499.56526,26691.66686,35308.35987,12353.38175,58754.10107,52680.08686,291110.1843,62115.41662,8798.977314,66335.84011,66047.00845,26232.31435,18404.2466
105,59779.46111,56802.78669,16949.12072,66253.51905,35288.45653,43078.46513,25077.02241,32611.05804,11296.22927,52078.07623,46779.53055,253454.2801,55087.51528,7956.717373,60455.64861,68592.07069,24042.41423,16961.94674
106,59773.56821,56797.2162,16947.99419,66247.16474,35285.12875,41222.55085,23839.30338,30543.41906,13627.94837,66803.11822,59794.15252,336510.4077,70588.67725,14062.26001,103081.1591,84721.72161,22007.99841,15622.05109
107,73128.76758,69421.71996,19501.05416,80648.04938,42826.94319,49234.49294,29182.50983,39469.37212,14714.54082,73665.05947,65859.02971,375214.9675,77812.29418,17196.77305,124964.5897,93522.56663,19262.03119,13813.51741
108,67994.61533,64568.46974,18519.57884,75111.90333,39927.63615,52751.38641,31527.94463,43387.47657,13572.46254,66452.71959,59484.45522,334533.9955,70219.80999,15959.43016,116326.1483,96511.45809,17090.78841,12383.50554
109,55052.34551,52334.30315,16045.45696,61156.2798,32619.00715,45978.19026,27010.8644,35841.58693,12078.17226,57016.12531,51143.98955,281307.1878,60285.83653,11106.04788,82442.52652,70707.27654,13928.50565,10300.78043
110,48704.72265,46333.97424,14832.00732,54311.65081,29034.44114,54097.65882,32425.78081,44887.33319,11986.78171,56438.98472,50633.88801,278051.8448,59678.27631,14204.43775,104073.7652,83255.43102,12968.25378,9668.344676
111,48750.29483,46377.05306,14840.71917,54360.79121,29060.1762,64155.34066,39133.30189,56092.40618,11986.09321,56434.6368,50630.04512,278027.3204,59673.69921,16053.5016,116982.9029,83246.18048,11861.4285,8939.37355
112,49376.19782,46968.71137,14960.37054,55035.70114,29413.62987,60632.85188,36784.13554,52168.06809,11791.09567,55203.20759,49541.65532,271081.4834,58377.36447,15479.56903,112976.0242,88258.8264,17591.97692,12713.59554
113,52049.6247,49495.86853,15471.43885,57918.45197,30923.34072,53410.57605,31967.56168,44121.86727,12037.7596,56760.91529,50918.42401,279867.6838,60017.17503,14438.46941,105707.6444,78275.06795,24646.82653,17360.02142
114,61168.33771,58115.67445,17214.62669,67751.14189,36072.76902,54767.38124,32872.42222,45633.45826,13067.70942,63265.15261,56667.14717,316554.626,66864.23435,12912.64256,95055.16802,80400.08618,24657.8127,17367.25706
115,52451.34449,49875.60924,15548.23401,58351.62561,31150.1959,59051.74467,35729.68679,50406.58647,12450.36833,59366.58115,53221.42296,294564.8586,62760.17899,17623.25951,127942.0815,102662.1771,19711.14141,14109.30789
116,49198.48985,46800.72624,14926.39882,54844.079,29313.27641,51956.96279,30998.13933,42502.42425,10968.98258,50011.48028,44952.98464,241797.7119,52911.99425,13775.78975,101081.1827,81227.59382,17128.63221,12408.43002
117,53274.50555,50653.73315,15705.59442,59239.23853,31615.04317,61731.96784,37517.14177,53392.57238,10564.91353,47459.74337,42697.65041,227404.7216,50225.7617,12649.6831,93219.33103,76789.47736,23120.72412,16354.90832
118,49445.84322,47034.54629,14973.68437,55110.79963,29452.95932,59294.91438,35891.85796,50677.49724,12518.19403,59794.90729,53599.99592,296980.8185,63211.08113,9999.205568,74715.16774,69915.89653,26750.15749,18745.30558
119,48322.7025,45972.85535,14758.97806,53899.71926,28818.71054,49305.07512,29229.58146,39548.00639,12341.12839,58676.71987,52611.69405,290673.7182,62033.95685,9751.124978,72983.20672,66081.35335,19002.20934,13642.39498
120,46696.88563,44412.9316,14015.13241,52005.94174,27780.56431,38641.26604,22665.66591,29974.93521,10535.10044,52258.11243,46744.27678,264902.1147,55208.5452,9085.563771,67518.91716,54170.30039,16547.82439,12025.9016
121,51454.49368,48910.23928,14924.62528,57136.06094,30467.23308,36784.45966,21427.35195,27906.30237,10241.34725,50403.03134,45104.67677,254438.5893,53255.68745,9592.794468,71060.12041,49032.22329,18009.71717,12988.7253
122,52530.88806,49927.74149,15130.39529,58296.73484,31075.08374,38126.88803,22322.62451,29401.87641,10482.60343,51926.58852,46451.26177,263032.1648,54859.5475,9444.406881,70024.16062,53928.62046,15099.07167,11071.73212
123,49125.64894,46708.81134,14479.42937,54624.87234,29152.11121,41852.29296,24807.11671,33552.27954,9638.312934,46594.8086,41738.80661,232958.4309,49246.74286,9776.841734,72345.03628,70928.57164,16078.70754,11716.93446
124,44846.99297,42664.25109,13661.49584,50011.2062,26735.91146,43844.75105,26135.89751,35772.03938,10182.25849,50029.87983,44774.8695,252333.8401,52862.86806,9519.889502,70551.1384,70603.26306,14144.04552,10442.7381
125,44604.16232,42434.7063,13615.07488,49749.36241,26598.78257,38291.65594,22432.50909,29585.44121,8855.751442,41652.85361,37370.8954,205083.4921,44044.30984,9058.194416,67327.83951,56105.17387,17300.59804,12521.68919
126,51019.40602,48498.95633,14841.45132,56666.90679,30221.53474,35429.85134,20523.95651,26397.15887,8413.160241,38857.8454,34900.54759,189318.3379,41101.98376,12628.90281,92256.54399,46953.74366,25802.9937,18121.48982
