,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,
32,191708.3465,181646.1112,44659.44462,209320.9801,110480.1949,115853.1717,72697.7998,109842.5201,32109.44963,172682.619,153797.2526,911056.9675,182197.6212,36359.53367,259974.9161,147069.2515,70439.26064,47970.48626,3.05E+06
33,209039.4387,198028.977,47972.56011,228009.0621,120267.2358,128523.5336,81147.73104,123958.3306,28695.68128,151124.3266,134743.1115,789458.1093,159503.0453,42956.5185,306031.4033,130821.8842,94504.59997,63820.26643,3.04E+06
34,212261.9,201075.1295,48588.58512,231483.8356,122086.9918,138532.4762,87822.7476,135109.104,27123.87724,141198.225,125969.9984,733470.2515,149053.7639,47503.06931,337772.8981,152982.6728,82563.83686,55955.90734,3.03E+06
35,187177.6408,177363.2915,43793.32777,204435.5293,107921.6602,128408.2527,81070.84955,123829.8983,28492.42345,149840.7328,133608.6165,782218.0398,158151.7965,43310.42332,308502.1704,168643.4646,112499.2882,75671.82809,3.01E+06
36,171109.0488,162173.8514,40721.55939,187108.7988,98847.56583,142007.2233,90140.0748,138980.2541,32081.13619,172503.8168,153639.2195,910048.4389,182009.3947,41416.83533,295282.1899,184277.7929,112887.0569,75927.21817,3.19E+06
37,173347.8579,164290.1698,41149.54357,189522.9022,100111.8437,148406.4071,94407.72424,146109.4636,31453.31997,168539.0938,150135.0278,887685.5462,177835.7012,39779.60569,283851.9611,168507.6807,113532.1513,76352.08663,3.16E+06
38,183205.0166,173608.0193,43033.89711,200151.8566,105678.2796,118956.8664,74767.67016,113300.2877,31669.96458,169907.2264,151344.2419,895402.4544,179275.9447,29340.30575,210970.562,188783.6925,89278.74491,60378.44279,3.02E+06
39,175021.8771,165872.5993,41469.5591,191327.9937,101057.179,114779.117,71981.50706,108645.9361,29826.12143,158263.1704,141052.7271,829724.5294,167018.1597,27268.28354,196504.8528,178110.5181,90196.23101,60982.71239,2.85E+06
40,180463.5068,171016.5042,42509.81367,197195.6921,104130.1217,109723.655,68609.99281,103013.7416,26375.66931,136473.2162,121793.8335,706818.9909,144079.7117,26839.58842,193511.9414,140031.1624,68881.18618,46944.31592,2.59E+06
41,167432.9486,158698.8797,40018.81405,183144.8674,96771.63536,111704.7791,69931.21489,105220.8744,26247.09198,135661.2374,121076.1719,702239.0503,143224.9355,27926.88132,201102.817,133843.6787,93811.6066,63363.851,2.58E+06
42,194564.0522,184345.5743,45205.35845,212400.2819,112092.8405,133123.0314,84215.16033,129082.544,26427.42225,136800.0413,122082.6955,708662.437,144423.7629,36337.17248,259818.8027,115982.6797,70125.49127,47763.83323,2.76E+06
43,200724.6084,190169.0713,46383.04729,219043.1972,115571.768,137878.5678,87386.65267,134380.5971,28740.56492,151407.7713,134993.6321,791056.8701,159801.4297,46631.6883,331689.3994,140053.5438,82280.8389,55769.5208,3.05E+06
44,193121.1703,182981.636,44929.5285,210844.4252,111278.0307,132583.8549,83855.58073,128481.8577,28504.72591,149918.4241,133677.2833,782656.255,158233.5827,42690.26625,304172.5779,177577.1709,76012.64384,51641.19696,2.99E+06
45,173099.5904,164055.4856,41102.08326,189255.1958,99971.64455,118108.8199,74202.10351,112355.4952,29858.98668,158470.7178,141236.1664,830895.1938,167236.6464,36316.14872,259672.0265,170330.24,69862.76276,47590.79644,2.88E+06
46,187502.6447,177670.5136,43855.45746,204785.9804,108105.1931,114422.9481,71743.97618,108249.1352,32958.88074,178046.8624,158538.4003,941313.8102,187844.6004,39323.92672,280670.6634,142945.7654,57661.38959,39554.79578,3.08E+06
47,187094.7139,177284.9017,43777.47496,204346.1094,107874.8305,117086.0281,73519.99825,111216.0221,33181.78057,179454.4974,159782.5283,949253.5304,189326.4283,37492.55017,267885.0086,144654.7895,69046.96709,47053.50161,3.10E+06
48,152480.6349,144564.6436,37160.44012,167021.8176,88327.9145,109328.2103,68346.26861,102573.1841,28953.18877,152750.5124,136180.4041,798630.5584,161214.9433,34630.52468,247903.9348,143071.1783,48533.99804,33543.36384,2.66E+06
49,150812.5085,142987.7845,36841.55108,165223.0802,87385.90687,107807.3379,67331.99081,100878.809,26450.14458,136943.5351,122209.5214,709471.8093,144574.8199,36797.15224,263030.1262,138609.9448,54947.22326,37767.20662,2.53E+06
50,113508.0459,107724.3402,29710.20639,124997.7532,66319.70434,91283.9916,56312.484,82470.4616,24118.2892,122217.6325,109194.1388,626410.8274,129072.752,26126.46546,188533.3125,154834.8712,46747.9396,32367.03994,2.13E+06
51,102990.6784,97782.40364,27699.64337,113656.897,60380.4419,91116.15263,56200.5513,82283.47537,24467.98633,124426.0052,111145.9931,638867.083,131397.5225,23635.92549,171145.7446,159701.4115,87311.76005,59082.95815,2.16E+06
52,99966.71722,94923.89073,27121.56482,110396.1656,58672.7808,90369.87342,55702.85376,81452.05983,25825.71027,133000.1693,118724.2061,687229.3807,140423.6092,25983.67119,187536.4022,194029.2968,86913.85317,58820.89093,2.28E+06
53,135730.3761,128730.8324,33958.36023,148960.0471,78868.87607,98852.59459,61360.02526,90902.49895,24711.21944,125962.0469,112503.6125,647531.077,133014.5251,26760.85838,192962.2919,184709.0524,51443.64627,35459.7002,2.31E+06
54,132556.8635,125730.9504,33351.69255,145538.0549,77076.76183,93748.62024,57956.15784,85216.25772,25994.13005,134063.7572,119664.2506,693228.5144,141543.2562,27397.59319,197407.621,155816.365,65362.80673,44627.06037,2.36E+06
55,136895.7479,129832.4438,34181.13969,150216.6652,79526.97315,104475.0332,65109.65924,97166.35143,25305.5491,129715.2988,115820.8971,668701.1742,136965.6015,26632.55524,192066.5506,168791.6783,70043.99988,47710.16182,2.38E+06
56,138205.0519,131070.1126,34431.43409,151628.4851,80266.3502,124351.2477,78365.21152,119310.0658,26648.80642,138198.1048,123318.3638,716548.1693,145895.5148,28829.52121,207404.5478,147641.1754,68643.66359,46787.88011,2.51E+06
57,135696.2544,128698.5776,33951.83734,148923.2538,78849.60725,115691.183,72589.76869,109662.0516,25958.95715,133841.6368,119467.931,691975.6512,141309.4283,24268.80577,175564.1635,134457.4531,69394.23983,47282.22047,2.39E+06
58,131548.8829,124778.1189,33159.00094,144451.1515,76507.54514,103881.5386,64713.85454,96505.15028,24868.58615,126955.8336,113381.9637,653136.4993,134060.6918,23019.58914,166842.8263,155311.5632,63888.85465,43656.29425,2.28E+06
59,127642.0744,121113.8856,32953.45794,140414.2758,74451.37037,117506.252,74074.16526,112837.824,21848.20623,107709.8757,96378.26548,544220.5539,113802.6897,20271.67579,147045.1372,149280.0823,50936.43477,35125.64338,2.09E+06
60,122754.6655,116493.8788,32019.15156,135144.1926,71691.40178,96616.28382,60142.5353,89564.70579,21867.73111,107833.1773,96487.24471,544916.0326,113932.4902,20256.06392,146936.1438,144001.2114,54081.75189,37197.19468,2.01E+06
61,119872.6499,113769.5453,31468.20818,132036.521,70063.89879,108430.7966,68021.69622,102727.0309,25440.42687,130395.1125,116428.4481,672175.9053,137683.6083,26768.31906,192401.0953,187917.2954,57183.16503,39239.83017,2.33E+06
62,109727.6564,104179.6092,29528.8304,121097.1948,64334.91961,110151.1734,69169.02459,104643.6702,23974.07176,121134.9316,108243.9042,619944.1517,127935.3466,23693.65884,170935.5239,167080.442,45784.61276,31732.57896,2.15E+06
63,121566.5121,115370.7321,31792.01702,133863.0091,71020.43964,92576.20624,57448.18625,85063.73182,22885.39663,114259.838,102167.4024,581165.4066,120697.8841,22264.32223,160956.6889,154343.3898,71206.14254,48475.56576,2.11E+06
64,121937.8769,115721.7787,31863.00936,134263.4511,71230.1531,97024.65702,60414.88154,90019.66664,24066.09979,121716.0979,108757.5638,623222.2017,128547.1447,22715.78179,164108.529,138675.6404,86288.66496,58409.13294,2.20E+06
65,111222.4613,105592.6296,29814.58627,122709.0399,65179.05088,95462.42565,59373.0212,88279.21425,24362.50995,123587.958,110411.9938,633780.3687,130517.6659,21416.84338,155040.0618,114445.0409,102673.6242,69200.50381,2.16E+06
66,128011.5423,121463.139,33024.08764,140812.6723,74660.01258,92401.89506,57331.9372,84869.53503,21958.7657,108408.07,96995.35945,548158.6963,114537.684,17782.77607,129669.0205,131678.628,93360.06502,63066.45918,2.06E+06
67,135651.5167,128685.1117,34484.59093,149050.8412,78974.38239,106675.3647,66850.98939,100771.3374,20237.27234,97536.66523,87386.74693,486838.8862,103093.2749,16295.85755,119288.1806,200101.4505,85280.12431,57744.89349,2.07E+06
68,128665.5459,122081.3605,33149.11089,141517.883,75029.33495,101138.1434,63158.18729,94602.42394,21581.1137,106023.1593,94887.47344,534706.6844,112027.0708,20764.12415,150483.1384,179314.0047,83467.13678,56550.83372,2.12E+06
69,171947.673,162995.4166,41423.18176,188188.9137,99471.18432,84960.96961,52369.54477,76579.74082,23500.38453,118143.5488,105599.9921,603071.3528,124786.2955,27618.68471,198337.8764,172363.1385,78634.74743,53368.15227,2.38E+06
70,171044.4147,162141.5777,41250.50949,187214.9321,98961.10532,86388.03875,53321.26471,78169.61154,23422.19477,117649.7726,105163.5715,600286.2238,124266.4936,28477.56077,204334.0724,150692.0053,78336.51001,53171.72879,2.36E+06
71,145862.2223,138337.1647,36436.53064,160061.0246,84740.46983,83584.32373,51451.45237,75046.0457,22962.88283,114749.1712,102599.896,583925.4748,121213.0088,28057.68436,201402.7283,140173.1714,64747.27573,44221.66277,2.20E+06
72,135559.8297,128598.4411,34467.0635,148951.9753,78922.60582,80658.01494,49499.8816,71785.90045,25260.01511,129255.7939,115421.4696,665749.6155,136484.2392,26738.23684,192191.078,150471.3154,56305.63719,38661.87767,2.26E+06
73,128826.297,122233.3164,33179.84102,141691.2205,75120.11266,85483.04625,52717.72043,77161.37652,20361.99249,98324.28555,88082.87946,491281.4334,103922.4087,18552.04847,135039.6535,119568.3613,62878.92286,42991.13857,1.90E+06
74,130374.4414,123696.7581,33475.79358,143360.5815,75994.36526,80225.02476,49211.11816,71303.51428,19207.09039,91030.96197,81636.7281,450143.6754,96244.67234,15781.10352,115694.4536,146330.8361,51510.72492,35503.87917,1.81E+06
75,138267.1985,131157.6831,34984.62035,151871.3257,80451.48401,80240.10056,49221.17229,71320.30995,26376.65273,136307.4735,121654.0457,705524.3881,143907.595,31383.6733,224622.9374,147670.7783,31666.7632,22434.35927,2.33E+06
76,128852.3273,122257.9226,33184.81714,141719.289,75134.81227,78576.48642,48111.69925,69466.90892,27506.07472,143439.8876,127957.9784,745754.5415,151415.9408,30882.69489,221125.3841,138285.9441,33251.81871,23478.29973,2.34E+06
77,130152.3361,123486.8047,33433.33462,143121.0859,75868.94022,78259.65179,47900.40056,69113.92945,25573.91991,131238.1345,117173.5471,676930.9441,138571.064,27649.35539,198552.002,134665.2752,52329.68404,36043.25747,2.24E+06
78,117443.3426,111473.1513,31003.80723,129417.0037,68692.04468,79111.4309,48468.45655,70062.88045,24052.6031,121630.8649,108682.2312,622741.4477,128457.4193,25895.0426,186304.3637,130657.6101,49644.9307,34275.04013,2.09E+06
79,135555.9326,128594.7572,34466.31851,148947.7731,78920.40511,80140.18241,49154.53636,71208.99303,23469.22866,117946.7963,105426.0938,601961.5769,124579.1727,23608.54471,170341.3043,129200.6014,45054.94252,31252.00761,2.10E+06
80,135404.4139,128451.5285,34437.35329,148784.3909,78834.841,77690.74191,47520.99156,68480.11773,21509.10899,105568.4423,94485.57509,532141.8677,111548.3868,20459.57393,148356.9378,130446.5198,47971.89584,33173.1552,1.97E+06
81,124148.2959,117811.2603,32285.5663,136646.9414,72478.39877,73853.01994,44961.59454,64204.58431,20574.63648,99667.1539,89269.76394,498855.8393,105336.0563,18368.38006,133757.3826,128789.1614,45305.15431,31416.80071,1.84E+06
82,109678.7728,104133.4001,29519.48551,121044.4837,64307.31455,73881.61563,44980.66515,64236.44222,19365.51424,92031.42459,82520.97976,455786.7528,97297.86683,15657.23947,114829.7035,127542.1953,39385.57973,27518.08336,1.68E+06
83,107584.2649,102153.4879,29119.08683,118785.9801,63124.52505,69874.72645,42308.44962,59772.44282,19566.78899,93302.49501,83644.40617,462956.1848,98635.93218,15944.78433,116837.1822,111375.8894,48748.45304,33684.60699,1.68E+06
84,99532.20237,94541.97337,27579.80629,110103.4572,58577.44494,76392.69775,46655.31906,67033.99129,17712.93786,81595.23763,73297.03132,396921.7745,86311.61467,13576.60673,100303.8804,114877.8382,40260.94642,28094.61252,1.53E+06
85,85125.85657,80923.83397,24825.80287,94569.12349,50442.03761,91976.71221,57048.38052,84395.84687,18575.93038,87045.12265,78113.87282,427661.6764,92048.74944,14356.39328,105747.9173,109364.3424,36352.82378,25520.66648,1.56E+06
86,63817.6541,60781.45535,20752.39915,71592.53159,38409.0829,95975.89085,59715.45385,88851.2561,17461.94466,80010.19017,71896.09858,387981.3651,84643.02335,14854.79609,109227.4892,115748.6412,33845.22194,23869.12368,1.44E+06
87,78440.49294,74604.24293,23547.78868,87360.30933,46666.74601,75812.82543,46268.59916,66387.96651,15835.99502,69742.15368,62820.76871,330064.8342,73833.78444,13936.04567,102813.2836,104282.0856,25472.47691,18354.71283,1.32E+06
88,91243.03142,86706.32323,25995.19868,101165.2608,53896.46733,66733.71003,40213.6892,56273.09587,16404.444,73331.96647,65993.59881,350313.0583,77612.80725,14478.99543,106603.8575,99225.49771,27631.63145,19776.76321,1.37E+06
89,82619.63828,78554.73701,24346.69916,91866.67334,49026.75111,69407.65519,41996.95734,59252.08757,16993.26728,77050.44507,69280.14925,371287.0177,81527.27751,16142.18575,118215.3293,99887.47097,26301.83326,18900.9389,1.39E+06
90,97495.44381,92495.58954,24916.96237,107168.7467,56797.10319,63630.35323,38509.26751,54353.88926,16825.96708,82700.10081,74012.15249,417183.4269,87382.59773,15831.48459,115841.7586,90950.60585,38367.27835,26621.96229,1.50E+06
91,98556.60035,93498.68761,25119.81942,108312.9896,57396.34888,62785.36329,37945.73925,53412.50196,17192.31678,85013.63623,76056.95406,430232.8493,89818.07379,13337.59277,98430.78986,85544.95965,41059.53185,28395.11934,1.50E+06
92,86109.97842,81733.05079,22740.44856,94891.82224,50367.61719,61920.06429,37368.66679,52448.48872,18325.05704,92167.00553,82379.40783,470581.1997,97348.47922,15406.07055,112871.7539,89139.87891,33397.11272,23348.53939,1.52E+06
93,79576.12048,75556.67619,21491.39711,87846.37635,46677.88237,69227.48232,42242.02242,60589.54486,17484.36334,86857.9398,77687.02845,440635.5845,91759.58597,16184.38719,118305.5287,86375.6927,41420.13646,28632.61875,1.49E+06
94,74054.48295,70337.14095,20435.84778,81892.4057,43559.75852,73547.92215,45123.34654,65402.86511,16827.96017,82712.68735,74023.27702,417254.4209,87395.84768,19449.56586,141101.1942,132419.573,39468.68786,27347.3665,1.51E+06
95,74092.8731,70373.43069,20443.18667,81933.80172,43581.43782,74203.00146,45560.22238,66132.67656,16559.03082,81014.37131,72522.23266,407675.1236,85608.01766,20077.08199,145482.1636,115233.8545,44588.45881,30719.32162,1.50E+06
96,63654.20436,60505.88703,18447.66818,70677.80619,37686.61735,78738.9381,48585.26246,71186.07774,17257.74946,85426.85022,76422.17026,432563.5696,90253.06726,14151.16602,104110.7068,83938.92465,48984.23769,33614.4451,1.44E+06
97,73285.37841,69610.11601,20288.82114,81063.08182,43125.43751,63835.45931,38646.05383,54582.39406,16767.3548,82329.95829,73685.00471,415095.6499,86992.94593,12421.44318,92034.74186,80837.48475,55654.15372,38007.34816,1.40E+06
98,81496.7219,77372.19682,21858.55079,89917.35701,47762.46518,59192.24662,35549.4708,49409.47868,16340.31139,79633.13601,71301.43781,399884.3102,84153.98092,17774.55753,129407.2156,101306.1765,53825.0691,36802.6866,1.45E+06
99,75744.95829,71935.12625,20759.00918,83715.24186,44514.38683,52823.83614,31302.34425,42314.5531,15265.4737,72845.42724,65302.17046,361598.4563,77008.50907,19512.80297,141542.6806,111173.5466,40623.62947,28108.02773,1.36E+06
100,74664.52512,70913.80622,20552.4671,82550.21294,43904.25543,59439.86387,35714.60805,49685.34438,16136.26738,78344.57744,70162.55464,392616.2369,82797.50567,18609.1437,135233.8331,109417.0593,30889.97012,21697.29905,1.39E+06
101,82550.14689,78367.98635,22059.92982,91053.26305,48357.34478,55647.91575,33185.73784,45460.80674,18291.11425,91952.65339,82189.95424,469372.1533,97122.82911,19443.4754,141058.674,103585.6457,18025.80936,13224.77693,1.51E+06
102,69195.72794,65744.22032,19507.01904,76653.21994,40815.97106,49017.60092,28763.94591,38074.09847,17930.61466,89676.06202,80177.8054,456531.1126,94726.24433,18731.78266,136090.0302,98658.36363,19514.44645,14205.21481,1.41E+06
103,66530.07813,63224.41472,18997.43745,73778.85511,39310.65199,46668.40099,27197.25208,35456.89929,16609.6677,81334.14836,72804.8653,409478.8159,85944.64936,16255.50899,118802.0617,93462.77564,28194.74211,19922.18295,1.31E+06
104,63868.76635,60708.70981,18488.68513,70909.16795,37807.78265,50142.20515,29513.9504,39326.99876,14648.37034,68948.3571,61857.77318,339617.157,72906.03415,9715.79813,73145.42956,75003.12396,30493.49953,21436.17779,1.14E+06
105,67713.1346,64342.74328,19223.59761,75054.54252,39978.73579,46899.8347,27351.59644,35714.7352,13226.19065,59967.14847,53919.79682,288958.9375,63451.44858,8511.291289,64736.23121,77530.14996,27388.98518,19391.4998,1.05E+06
106,67738.74185,64366.94949,19228.49285,75082.15476,39993.19646,44537.33168,25776.03072,33082.7153,16154.87346,78462.07667,70266.40548,393278.9875,82921.19799,16172.39402,118221.7991,97718.07545,24872.80368,17734.30631,1.29E+06
107,84532.71788,80242.08604,22438.92998,93191.06537,49476.92242,54431.55495,32374.54041,44105.6822,17519.98307,87082.88197,77885.84196,441904.3636,91996.38428,20092.2218,145587.8614,108724.5048,21443.30388,15475.58818,1.49E+06
108,78101.13613,74162.39185,21209.43026,86255.90369,45844.94398,58675.4077,35204.78819,48833.67822,16088.24902,78041.33665,69894.53745,390905.8169,82478.28181,18531.86402,134694.3093,112492.9868,18716.67552,13679.79135,1.38E+06
109,61820.63363,58772.63544,18097.15181,68700.67056,36651.18165,50415.21606,29696.02281,39631.15505,14214.99368,66211.53964,59438.85684,324180.2258,70024.96592,12471.74842,92385.94511,80128.47835,14784.01186,11089.68225,1.11E+06
110,54015.53804,51394.57571,16605.08294,60284.45167,32243.56624,60477.16015,36406.38641,50840.97654,14113.02982,65567.62757,58869.73981,320548.2604,69347.11487,16352.95543,119482.3787,95933.30935,13681.6532,10363.65291,1.15E+06
111,54715.63647,52056.37005,16738.91796,61039.3664,32638.91881,73143.84128,44853.86287,64952.68625,14192.49768,66069.47514,59313.29416,323378.9156,69875.41356,18805.7644,136606.5297,96525.0255,12593.69295,9647.106572,1.21E+06
112,54762.33717,52100.51564,16747.84554,61089.72368,32665.29116,68404.61956,41693.25091,59672.80903,13853.20913,63926.83358,57419.53589,311293.4145,67619.83874,17920.3891,130425.3307,102091.6472,19420.19634,14143.14034,1.19E+06
113,58150.5904,55303.38925,17395.56434,64743.27032,34578.67159,59614.78098,35831.26119,49880.21622,14163.31305,65885.17123,59150.39848,322339.3553,69681.39546,16626.66865,121393.2924,89637.06315,28248.61374,19957.66359,1.18E+06
114,69548.05419,66077.26993,19574.37184,77033.13262,41014.93321,61218.42003,36900.73653,51666.80014,15459.45881,74070.46284,66384.90933,368508.2304,78298.11323,14718.45148,108071.1791,92262.61523,28296.32467,19989.08669,1.29E+06
115,58596.02401,55724.4521,17480.7161,65223.58049,34830.2124,66442.21259,40384.51135,57486.52856,14685.29376,69181.53222,62063.86332,340932.3738,73151.49935,20628.34225,149330.7569,120210.8353,22015.73664,15852.60067,1.28E+06
116,54499.49931,51852.05828,16697.59988,60806.30613,32516.864,57801.90511,34622.24471,47860.52552,12830.22308,57466.57324,51709.68147,274854.523,60819.07431,15807.15729,115671.9189,93400.13681,18814.80162,13744.41863,1.07E+06
117,59842.58847,56902.81397,17719.01683,66567.74844,35534.1598,69810.16163,42630.61433,61238.69685,12337.91981,54357.62829,48961.86293,257318.6186,57546.26468,14410.08524,105918.3372,87844.03287,26354.55788,18710.21103,1.09E+06
118,55617.02872,52908.44492,16911.2335,62011.33585,33147.94401,67185.64799,40880.31234,58314.77587,14867.47167,70332.00414,63080.69961,347421.5738,74362.60975,11234.57859,83748.71188,79935.61008,31211.76737,21909.23937,1.19E+06
