Node,Cluster
0,14
1,14
2,14
3,14
4,14
5,10
6,10
7,10
8,14
9,14
10,14
11,10
12,10
13,10
14,10
15,10
16,10
17,9
18,9
19,9
20,9
21,9
22,9
23,9
24,9
25,9
26,10
27,10
28,9
29,9
30,14
31,14
32,14
33,14
34,14
35,9
36,9
37,10
38,1
39,1
40,0
41,8
42,8
43,8
44,0
45,0
46,0
47,2
48,2
49,8
50,8
51,8
52,8
53,0
54,0
55,0
56,0
57,0
58,2
59,2
60,0
61,0
62,0
63,2
64,2
65,2
66,8
67,8
68,13
69,13
70,2
71,2
72,12
73,12
74,12
75,13
76,13
77,13
78,13
79,13
80,13
81,13
82,13
83,12
84,0
85,2
86,2
87,12
88,12
89,1
90,1
91,1
92,12
93,12
94,13
95,13
96,3
97,3
98,11
99,11
100,11
101,11
102,1
103,1
104,6
105,6
106,8
107,8
108,8
109,8
110,8
111,8
112,8
113,3
114,11
115,11
116,11
117,6
118,6
119,6
120,1
121,1
122,11
123,11
124,3
125,3
126,3
127,3
128,3
129,3
130,11
131,11
132,11
133,3
134,3
135,8
136,8
137,6
138,6
139,6
140,6
141,6
142,11
143,11
144,3
145,3
146,3
147,1
148,4
149,4
150,4
151,4
152,6
153,6
154,3
155,7
156,7
157,7
158,7
159,5
160,5
161,7
162,7
163,7
164,7
165,7
166,7
167,5
168,5
169,5
170,7
171,7
172,4
173,4
174,4
175,4
176,7
177,5
178,5
179,5
180,5
181,5
182,5
183,5
184,5
185,5
186,4
187,4
