Node,Cluster
0,0
1,0
2,0
3,0
4,0
5,1
6,1
7,1
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,3
48,3
49,5
50,5
51,1
52,1
53,3
54,3
55,3
56,3
57,3
58,3
59,3
60,3
61,3
62,3
63,3
64,3
65,3
66,1
67,1
68,3
69,3
70,3
71,3
72,3
73,3
74,3
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,3
84,3
85,3
86,3
87,3
88,3
89,1
90,1
91,1
92,3
93,3
94,1
95,1
96,5
97,5
98,2
99,2
100,2
101,2
102,4
103,4
104,5
105,5
106,5
107,5
108,2
109,2
110,2
111,2
112,2
113,5
114,5
115,5
116,5
117,5
118,5
119,5
120,4
121,4
122,2
123,2
124,2
125,2
126,2
127,5
128,5
129,5
130,5
131,5
132,5
133,2
134,2
135,5
136,5
137,1
138,1
139,5
140,5
141,5
142,5
143,5
144,2
145,2
146,2
147,1
148,2
149,2
150,2
151,2
152,2
153,2
154,2
155,4
156,4
157,4
158,4
159,4
160,4
161,4
162,4
163,4
164,4
165,4
166,4
167,4
168,4
169,4
170,4
171,4
172,5
173,5
174,5
175,2
176,4
177,4
178,4
179,4
180,4
181,2
182,2
183,4
184,4
185,4
186,5
187,5
