Node,Cluster
0.0,4
2.0,0
5.0,8
8.0,0
11.0,8
14.0,4
17.0,4
19.0,4
22.0,4
24.0,4
26.0,8
28.0,4
30.0,0
33.0,4
35.0,4
37.0,8
38.0,5
40.0,5
41.0,8
44.0,1
47.0,7
49.0,1
51.0,8
53.0,7
55.0,7
58.0,7
60.0,7
63.0,7
66.0,8
68.0,3
70.0,7
72.0,3
73.0,3
75.0,5
78.0,5
80.0,5
83.0,3
84.0,5
85.0,7
87.0,3
89.0,5
92.0,3
94.0,5
96.0,6
98.0,1
99.0,1
102.0,2
104.0,2
106.0,1
108.0,1
111.0,1
113.0,6
114.0,6
117.0,1
119.0,1
120.0,5
122.0,1
124.0,6
127.0,6
130.0,6
133.0,1
135.0,1
137.0,5
139.0,2
142.0,6
144.0,1
147.0,5
148.0,6
150.0,6
152.0,1
154.0,6
155.0,9
157.0,9
159.0,9
160.0,2
161.0,9
162.0,9
164.0,9
167.0,2
170.0,9
172.0,2
175.0,2
176.0,9
177.0,2
179.0,2
181.0,2
183.0,9
186.0,2
